-6,HPAMixCPU60,DMMixCPU60,FA,HPAMixCPU60,DMMixCPU60,FA,HPAMixCPU60,DMMixCPU60,FA,HPAMixCPU60,DMMixCPU60,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,Original,Mix98MinCPU60,Mix98MinCPU60,,3783,-10789,14572,0.75
684,75.02204344,93.74150489,97.11570323,2,7,11,39.28847333,89.68,98.56,6.61E-01,0.3252832891,2.41E-01,3,5,5,-1,2,6,98,7,,,,,0.65,97.09075428,6,95.29212842,0.3926285907,5,-1,,0.7
690,74.69600018,93.88306711,97.16921756,2,7,11,42.8,94.48,103.52,7.83E-01,0.3328960808,2.12E-01,3,5,5,-1,2,6,98,7,,,,,0.65,97.14551778,6,97.28,0.4348072215,5,-1,,0.7
696,74.16411919,93.92906687,97.22853112,2,7,11,44.96,96.28,109.76,8.16E-01,0.3551516051,2.48E-01,3,5,5,-1,2,6,98,7,,,,,0.65,97.20432428,21,98.83563937,0.4488977907,5,-16,,0.7
702,73.85469718,94.06121735,97.27800855,2,7,11,44.4,101.08,112.84,8.31E-01,0.3795705903,2.36E-01,3,5,5,-1,2,6,98,7,,,,,0.65,97.26868005,21,101.6918311,0.4658111333,5,-16,,0.7
708,73.56413174,94.16924716,97.33902625,2,6,11,45.84,104.04,117.16,6.70E-01,0.3772287648,2.85E-01,3,5,6,-1,1,5,98,7,,,,,0.65,97.32808142,21,106.254017,0.453580353,5,-16,,0.7
714,73.37422557,94.33699757,97.38785045,2,6,11,44.08,106.48,120.56,8.17E-01,0.4719747051,3.01E-01,3,5,6,-1,1,5,98,7,,,,,0.65,97.39098063,21,109.2878,0.4441142638,5,-16,,0.7
720,73.04308465,94.47152281,97.43691,2,6,11,45,110.84,122,8.07E-01,0.4778606307,2.97E-01,3,5,6,-1,1,5,98,7,,,,,0.65,97.44436028,21,110.9659609,0.3997719538,5,-16,,0.7
726,72.65811517,94.58265279,97.48831333,2,6,11,46.28,112.32,123.24,8.07E-01,0.4887687533,3.06E-01,3,6,6,-1,0,5,98,7,,,,,0.65,97.49473983,21,118.3218676,0.283042895,6,-15,,0.7
732,72.34546667,94.69479348,97.543707,2,6,11,45.84,113.64,124.04,7.29E-01,0.4658783725,2.77E-01,3,6,6,-1,0,5,98,7,,,,,0.65,97.54517494,21,118.92,0.2528626175,6,-15,,0.7
738,72.08886051,94.79334001,97.58306519,2,6,11,45.76,115.56,124.92,6.85E-01,0.4839130131,3.05E-01,3,6,6,-1,0,5,98,7,,,,,0.65,97.59447537,21,120,0.2205211896,6,-15,,0.7
744,71.92554861,94.93661228,97.62465255,2,6,11,41.6,116.92,126.72,7.51E-01,0.5463073599,3.42E-01,3,6,6,-1,0,5,98,7,,,,,0.65,97.64321127,21,122.6,0.1995351401,6,-15,,0.7
750,71.69650267,94.96813519,97.67014967,2,6,11,39.76,118.56,129.56,7.83E-01,0.5363701938,3.26E-01,3,6,6,-1,0,5,98,7,,,,,0.65,97.68881596,21,123.96,0.177556001,6,-15,,0.7
756,71.3032474,95.069583,97.7154257,2,6,11,38.6,119.24,130.96,7.83E-01,0.5576179883,3.51E-01,3,6,6,-1,0,5,98,7,,,,,0.65,97.73261727,21,125.48,0.1918441286,6,-15,,0.7
762,71.05007906,95.16506022,97.7651324,3,6,11,40.03142,120.16,133.96,6.02E-01,0.5493682181,3.21E-01,3,6,6,0,0,5,98,7,,,,,0.65,97.77647438,21,127.24,0.1934865942,6,-15,,0.7
768,71.0290671,95.25336753,97.79969169,3,6,11,45.78616667,122.64,135.08,6.42E-01,0.4872801761,3.32E-01,3,6,6,0,0,5,98,7,,,,,0.65,97.8198891,21,129.72,0.1932825976,6,-15,,0.7
774,70.77610121,95.38913695,97.83637159,3,6,11,49.314296,125.99,135.24,5.67E-01,0.5628071338,3.44E-01,3,6,6,0,0,5,98,7,,,,,0.65,97.86642495,21,131,0.1999245252,6,-15,,0.7
780,70.62567502,95.46728996,97.87542273,3,6,11,50.94665467,128.08,137,6.20E-01,0.5413212007,3.16E-01,4,6,6,-1,0,5,98,7,,,,,0.65,97.90575392,21,131.59368,0.1838115481,6,-15,,0.7
786,70.83013429,95.5463722,97.91446735,3,6,11,53.3014,128.28,137.12,4.98E-01,0.4978315174,3.30E-01,4,6,6,-1,0,5,98,7,,,,,0.65,97.94407596,21,132.92,0.1910376378,6,-15,,0.7
792,70.69024798,95.61148294,97.95777803,3,6,11,53.08,127.64,139.48,6.73E-01,0.6019171052,3.29E-01,4,6,7,-1,0,4,98,7,,,,,0.65,97.98248485,21,133.16,0.1974909892,6,-15,,0.7
798,70.56545439,95.68327552,97.9877212,3,6,11,54.44,129.96,140.6,5.82E-01,0.5684533477,3.43E-01,4,6,7,-1,0,4,98,7,,,,,0.65,98.01922214,20,134.56,0.2093654837,6,-14,,0.7
804,70.43741948,95.7692555,98.01986428,3,6,11,58.36,129.28,141.04,4.83E-01,0.5983501649,3.61E-01,4,6,7,-1,0,4,98,7,,,,,0.65,98.05516784,20,136.4786163,0.2077858629,7,-13,,0.7
810,70.28558684,95.8468006,98.05355822,3,6,11,58.6,131.28,142.88,6.64E-01,0.5506192431,3.52E-01,4,6,7,-1,0,4,98,7,,,,,0.65,98.0894193,20,136.88,0.2001094186,7,-13,,0.7
816,70.46123942,95.91876845,98.08658551,3,6,11,61.84,132.28,142.28,6.54E-01,0.5031299454,3.79E-01,4,6,7,-1,0,4,98,7,,,,,0.65,98.12222599,20,138.08,0.1950057676,7,-13,,0.7
822,70.36011138,95.91237339,98.12414443,3,6,11,63.08,130.16,142.8,7.02E-01,0.614621716,3.60E-01,4,6,7,-1,0,4,98,7,,,,,0.65,98.15558176,20,140.24,0.2308866061,7,-13,,0.7
828,70.2470281,95.77020857,98.15018016,3,6,11,64.44,126.72,143.52,4.99E-01,0.6044830803,3.72E-01,4,6,7,-1,0,4,98,7,,,,,0.65,98.18715234,20,139.24,0.2236866076,7,-13,,0.7
834,70.16910633,95.56672704,98.1782014,3,6,11,65.6,121.6,144.16,5.78E-01,0.6490306613,3.80E-01,4,6,7,-1,0,4,98,7,,,,,0.65,98.22250035,20,141.48,0.2185023101,7,-13,,0.7
840,70.07612706,95.6095654,98.18391157,3,6,11,64.44,121.28,142.6,7.12E-01,0.6347377123,3.45E-01,4,6,7,-1,0,4,98,7,,,,,0.65,98.25266489,20,142.52,0.2086749293,7,-13,,0.7
846,70.13551106,95.59290829,98.21175941,3,6,11,62.4,121.76,144.28,7.21E-01,0.6234367446,3.59E-01,4,6,7,-1,0,4,98,7,,,,,0.65,98.28120124,20,144.28,0.1981966709,7,-13,,0.7
852,70.0558506,95.65649752,98.24496887,3,6,11,61.04,127.36,145.04,6.69E-01,0.6793582264,3.18E-01,4,6,7,-1,0,4,98,7,,,,,0.65,98.30980488,20,144,0.2246389804,7,-13,,0.7
858,69.95029701,95.69465894,98.26729932,3,7,11,61.2,128.2061933,144.08,6.42E-01,0.5280228051,4.03E-01,4,6,7,-1,1,4,98,7,,,,,0.65,98.33711142,19,144,0.2202553411,7,-12,,0.7
864,69.88456753,95.41621857,98.29242809,3,7,11,61.36,124.281165,147.76,6.54E-01,0.5868551848,4.28E-01,4,6,7,-1,1,4,98,7,,,,,0.65,98.36398178,19,145.28,0.2227773757,7,-12,,0.7
870,69.83608774,95.40785344,98.31788497,3,7,11,62.12,124.638676,148.16,6.48E-01,0.5341425683,3.99E-01,4,6,7,-1,1,4,98,7,,,,,0.65,98.38923193,19,145.08,0.2109575005,7,-12,,0.7
876,69.88807153,95.4166665,98.33973283,3,7,11,63.68,125.2173987,147.1982578,5.75E-01,0.5058614514,3.97E-01,4,6,7,-1,1,4,98,7,,,,,0.65,98.41388968,19,146.28,0.2242100026,7,-12,,0.7
882,69.81702553,95.48142219,98.36844544,4,7,11,66.25642667,130.24,148.64,6.11E-01,0.5433529121,4.01E-01,5,6,7,-1,1,4,98,7,,,,,0.65,98.43838359,19,146.12,0.2282661422,7,-12,,0.7
888,69.60875061,95.53716382,98.3880391,4,7,11,71.32808,136.72,146.92,5.61E-01,0.5544978581,4.24E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.46139622,19,145.9187778,0.2008761986,7,-12,,0.7
894,69.8263258,95.67823514,98.40970361,4,7,11,72.77868,140.96,147.56,6.22E-01,0.5763334773,4.20E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.48817653,19,145.2,0.2127359431,7,-12,,0.7
900,69.76127392,95.74208655,98.43167678,4,7,11,76.18961333,143.28,148.8016178,6.58E-01,0.5127314967,3.82E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.50987959,19,145.76,0.2114832559,7,-12,,0.7
906,69.68875339,95.79480229,98.45375786,4,7,11,74.35617333,143.76,148.68,5.60E-01,0.6109506126,4.01E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.53133824,19,146.96,0.2183383234,7,-12,,0.7
912,69.72327182,95.85452897,98.47940458,4,7,11,75.72,145.2,149.44,7.17E-01,0.5241128725,3.65E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.5519035,19,145.56,0.2373028656,7,-12,,0.7
918,69.71950165,95.90524073,98.49623599,4,7,11,78.4,144.8,148.6,5.65E-01,0.523099388,3.65E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.57188033,19,145.08,0.2239486947,7,-12,,0.7
924,70.06701808,96.0112356,98.51595771,4,7,11,77.84,144.8,149.48,5.02E-01,0.5476358904,3.88E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.59187313,19,145.44,0.2339079595,7,-12,,0.7
930,70.04688211,96.06546866,98.53357815,4,7,11,82.38,144.68,148,6.67E-01,0.5326389497,3.68E-01,6,7,7,-2,0,4,98,7,,,,,0.65,98.61046735,19,144.76,0.2201598425,7,-12,,0.7
936,70.08946537,96.11027157,98.55322534,4,7,11,82.08,144.04,148.4,7.10E-01,0.5727082281,3.60E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.62917445,19,145.76,0.2345702951,7,-12,,0.7
942,70.07630838,96.15665608,98.5756481,4,7,11,79.76,143.36,149.08,6.05E-01,0.5580775611,3.56E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.64693963,19,145.04,0.2545987562,7,-12,,0.7
948,70.10430391,96.23585868,98.59068703,4,7,11,83.8,144.24,148.4,6.41E-01,0.4897825689,3.74E-01,6,7,7,-2,0,4,98,7,,,,,0.65,98.66427149,19,145.52,0.235382507,7,-12,,0.7
954,70.34964995,96.2901475,98.60852699,4,7,11,80.76,145.96,149.48,6.53E-01,0.5548169808,4.10E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.68477449,19,146.2,0.2372382921,7,-12,,0.7
960,70.30400703,96.33730855,98.62362035,4,7,11,79.76,144.28,147.8,6.56E-01,0.5202306882,4.13E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.70125148,19,145.84,0.2159844637,7,-12,,0.7
966,70.45400426,96.37600534,98.64080248,4,7,11,81.4,144.28,149.16,6.06E-01,0.5060443978,3.56E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.71729545,19,145.36,0.2260477323,7,-12,,0.7
972,70.42450277,96.42005643,98.66074163,4,7,11,77.92,144.52,149.32,6.07E-01,0.5085097063,3.96E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.73339862,19,145.2,0.2350749771,7,-12,,0.7
978,70.47631749,96.48785064,98.67422039,4,7,11,75.68,144.28,148.44,6.58E-01,0.5220560309,3.43E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.74879922,19,145.28,0.2226546636,7,-12,,0.7
984,70.69463646,96.5214093,98.68929785,4,7,11,79.56,143.8,148.92,5.72E-01,0.5185555147,3.68E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.76418789,19,147.32,0.2124401749,7,-12,,0.7
990,70.64569082,96.56256911,98.70388629,4,7,11,82,144.56,149.32,6.07E-01,0.4572284841,3.21E-01,5,7,7,-1,0,4,98,7,,,,,0.65,98.77829379,19,145.32,0.2032418157,7,-12,,0.7
996,70.61608995,96.59833128,98.71848387,4,7,11,87.04,144.72,148.32,5.74E-01,0.5489926347,3.62E-01,6,7,7,-2,0,4,98,7,,,,,0.65,98.79258602,19,146.0757545,0.1896495215,7,-12,,0.7
1002,70.3863026,96.63726215,98.73595891,5,7,11,92.30417333,143.76,148.2,6.26E-01,0.5800906189,3.71E-01,6,7,7,-1,0,4,98,7,,,,,0.65,98.80607338,19,144.84,0.2186074009,7,-12,,0.7
1008,70.56130249,96.69457466,98.74811659,5,7,11,94.14514667,143.88,149,6.21E-01,0.5040923848,3.29E-01,6,7,7,-1,0,4,98,7,,,,,0.65,98.81942401,19,143.3190401,0.2095257136,7,-12,,0.7
1014,70.72757728,96.7355378,98.76137334,5,7,11,90.601812,143.4,147.12,6.96E-01,0.5339152776,3.47E-01,6,7,7,-1,0,4,98,7,,,,,0.65,98.83532368,19,143.2,0.2058729498,7,-12,,0.7
1020,71.00178343,96.77245522,98.77428309,5,7,11,83.724864,142.44,147.68,6.85E-01,0.4994130521,3.21E-01,6,7,7,-1,0,4,98,7,,,,,0.65,98.84797633,19,142.8,0.2204114594,7,-12,,0.7
1026,71.01110915,96.8039029,98.78690082,5,7,11,83.56099733,142.32,147.4,6.48E-01,0.5550009585,3.80E-01,6,7,7,-1,0,4,98,7,,,,,0.65,98.85995572,19,140.08,0.2149618182,7,-12,,0.7
1032,71.02928389,96.83713085,98.8029897,5,7,11,82.54,140.64,146.8,5.13E-01,0.5427884593,3.53E-01,5,7,7,0,0,4,98,7,,,,,0.65,98.8721758,19,139.9209649,0.2105374199,7,-12,,0.7
1038,71.01641384,96.88769532,98.81292382,5,7,11,84.44,141.4,145.96,5.46E-01,0.4915877301,3.50E-01,6,7,7,-1,0,4,98,7,,,,,0.65,98.88407383,19,139.87,0.1885300339,7,-12,,0.7
1044,71.18134867,96.92133561,98.82535383,5,7,11,90.08,140.8,145.84,5.29E-01,0.4447266653,3.74E-01,6,7,7,-1,0,4,98,7,,,,,0.65,98.8952053,19,140.08,0.204590349,7,-12,,0.7
1050,71.41190668,96.95410756,98.83644147,5,7,11,92.8,139.28,145.96,6.14E-01,0.4386578481,3.21E-01,6,7,7,-1,0,4,98,7,,,,,0.65,98.90622282,19,138.84,0.2209203741,7,-12,,0.7
1056,71.42149246,96.98192688,98.84767598,5,7,11,92.04,138.36,145.64,5.90E-01,0.4866048237,3.60E-01,6,7,7,-1,0,4,98,7,,,,,0.65,98.91688973,19,138.68,0.1983406034,7,-12,,0.7
1062,71.46511671,97.01076615,98.86210172,5,7,11,93.76,137.88,145.12,6.63E-01,0.5098068523,3.49E-01,6,7,7,-1,0,4,98,7,,,,,0.65,98.92723779,19,136.64,0.2172724453,7,-12,,0.7
1068,71.49019328,97.05365593,98.87157968,5,7,11,89.6,136.44,145.4,6.44E-01,0.47227009,3.43E-01,6,6,7,-1,1,4,98,7,,,,,0.65,98.93741614,19,136.04,0.2075631026,6,-13,,0.7
1074,71.72953576,97.0833398,98.88209267,5,7,11,93,134.96,143.32,6.19E-01,0.5144572786,3.49E-01,6,6,7,-1,1,4,98,7,,,,,0.65,98.94934537,19,133.84,0.2041582187,6,-13,,0.7
1080,72.09867697,97.11109187,98.89193467,5,7,11,98.96,134.16,142.44,5.91E-01,0.4935746762,3.10E-01,6,6,7,-1,1,4,98,7,,,,,0.65,98.95858118,19,130.52,0.1979463671,6,-13,,0.7
1086,72.20578762,97.11919727,98.90124868,5,7,11,99.96,131.68,140.8,5.15E-01,0.4791787601,3.35E-01,6,6,7,-1,1,4,98,7,,,,,0.65,98.96740321,19,128.4,0.2032916179,6,-13,,0.7
1092,72.27304137,97.14414701,98.91353776,5,7,11,101.48,129.76,137.28,6.09E-01,0.4697530488,3.44E-01,6,6,6,-1,1,5,98,7,,,,,0.65,98.97563148,19,124.72,0.2006398531,6,-13,,0.7
1098,72.51807267,97.1789831,98.92150503,5,7,11,98.08,125.96,135.16,6.52E-01,0.4850720151,3.43E-01,6,6,6,-1,1,5,98,7,,,,,0.65,98.98354003,19,120.1975205,0.1722954813,6,-13,,0.7
1104,72.71407757,97.20230165,98.92997,5,7,11,96.64,121.16,132.36,6.32E-01,0.4580632523,3.25E-01,6,6,6,-1,1,5,98,7,,,,,0.65,98.99120464,19,117.64,0.1823921415,6,-13,,0.7
1110,73.12940987,97.22405017,98.93805129,5,7,11,97.32,119.24,131.12,6.32E-01,0.4450341494,3.01E-01,6,6,6,-1,1,5,98,7,,,,,0.65,98.99827908,19,113.8,0.1583524005,5,-14,,0.7
1116,73.36670319,97.24259686,98.94544028,5,7,11,99.24,115.64,126.44,6.02E-01,0.3687937456,3.20E-01,6,6,6,-1,1,5,98,7,,,,,0.65,99.00469758,19,108.92,0.1676311764,5,-14,,0.7
1122,73.71999821,97.26137876,98.95596349,5,7,11,102,112.88,123.12,6.65E-01,0.4275085925,2.92E-01,6,5,6,-1,2,5,98,7,,,,,0.65,99.01097649,19,104.762122,0.1681268771,5,-14,,0.7
1128,74.04333359,97.28783246,98.96236357,5,7,11,99.88,105.88,120.12,6.41E-01,0.4236063213,2.90E-01,6,5,6,-1,2,5,98,7,,,,,0.65,99.01731608,19,101.16,0.1576438954,5,-14,,0.7
1134,74.25485043,97.3070806,98.96869656,5,7,11,97.2,104.16,114.44,6.13E-01,0.3885901492,2.95E-01,6,5,5,-1,2,6,98,7,,,,,0.65,99.02547022,19,97.92,0.1436496732,5,-14,,0.7
1140,74.57018563,97.32263379,98.97454645,5,6,11,93.8,99,110.72,5.89E-01,0.3952792146,2.62E-01,6,5,5,-1,1,6,98,7,,,,,0.65,99.03071016,19,93.12,0.1267343934,5,-14,,0.7
1146,74.75615732,97.33617932,98.98068001,5,6,11,91,94.6,106.48,4.94E-01,0.3658276344,2.71E-01,6,5,5,-1,1,6,98,7,,,,,0.65,99.0353183,19,87.56,0.1307656267,4,-15,,0.7
1152,75.02003646,97.35038389,98.98896558,5,6,11,86.24,90.8,101.88,4.96E-01,0.4294087672,2.30E-01,5,4,5,0,2,6,98,7,,,,,0.65,99.03981901,18,83.44,0.1376064582,4,-14,,0.7
1158,75.24785465,97.37118838,98.99390604,5,6,11,81.56,87.28,98.64,5.32E-01,0.3717351066,2.65E-01,5,4,5,0,2,6,98,7,,,,,0.65,99.04418582,18,78.44,0.1141635523,4,-14,,0.7
1164,75.39221544,97.38501389,98.99863224,5,6,11,77.76,83.76,94.32,4.84E-01,0.3928713728,2.50E-01,5,4,5,0,2,6,98,7,,,,,0.65,99.04824346,18,74.44,0.1124614353,4,-14,,0.7
1170,75.6073277,97.39456945,99.00259726,5,6,10,71.72,76.36,88,4.59E-01,0.3236542013,2.40E-01,5,4,4,0,2,6,98,7,,,,,0.65,99.05179002,18,69.4,0.1115447298,4,-14,,0.7
1176,75.72822633,97.40464569,99.00643407,5,5,10,68.64,72.96,82.4,4.40E-01,0.3595065445,2.15E-01,4,4,4,1,1,6,98,7,,,,,0.65,99.05515486,18,66.36,0.1095489376,3,-15,,0.7
1182,75.91585134,97.41439087,99.01339517,5,5,10,64.4,68.6,79.6,4.41E-01,0.3709909659,2.10E-01,4,4,4,1,1,6,98,7,,,,,0.65,99.05851198,18,63.96,0.1016323964,3,-15,,0.7
1188,76.09231338,97.4303223,99.01711415,5,5,10,62.08,65.96,75.84,3.97E-01,0.3310224523,2.09E-01,4,3,4,1,2,6,98,7,,,,,0.65,99.06182267,17,60.64,0.1035761318,3,-14,,0.7
1194,76.19281411,97.44031764,99.02049239,5,5,10,60.32,62.92,73.96,3.64E-01,0.3509439388,1.97E-01,4,3,4,1,2,6,98,7,,,,,0.65,99.06729328,17,58.28,0.09871452289,3,-14,,0.7
1200,76.36054534,97.44859251,99.02341193,5,5,10,57.47722627,59.88,70.2,3.39E-01,0.3335807402,1.94E-01,4,3,4,1,2,6,98,7,,,,,0.65,99.06982863,17,55.96,0.09529724842,3,-14,,0.7
1206,76.4625944,97.45637461,99.02650502,5,5,10,55.96,58.52,66.6,2.97E-01,0.332930318,1.84E-01,4,3,3,1,2,7,98,7,,,,,0.65,99.07273971,17,53.8,0.0868879869,3,-14,,0.7
1212,76.61258442,97.46386237,99.03213108,5,5,8,53.84,56.04,63.68,3.07E-01,0.3206367069,2.07E-01,3,3,3,2,2,5,98,7,,,,,0.65,99.07501134,17,50.32,0.08737570674,3,-14,,0.7
1218,76.74096412,97.47714882,99.03490075,5,5,8,51.28,54,61.28,3.00E-01,0.2604232082,2.08E-01,3,3,3,2,2,5,98,7,,,,,0.65,99.07762848,17,48.72,0.07666444562,3,-14,,0.7
1224,76.81932947,97.48375304,99.03724351,5,5,8,48.88,49.8,58.76,3.18E-01,0.2767259082,2.05E-01,3,3,3,2,2,5,98,7,,,,,0.65,99.08005418,16,46.68,0.07334331099,3,-13,,0.7
1230,76.94917498,97.4901779,99.03939431,5,5,8,46.64,47.8,54.72,2.68E-01,0.260378963,1.71E-01,3,3,3,2,2,5,98,7,,,,,0.65,99.08174399,16,43.48,0.07988989857,2,-14,,0.7
1236,77.01965053,97.49590085,99.04178267,5,5,8,44.88,46.04,53.2,2.40E-01,0.2420192772,1.55E-01,3,3,3,2,2,5,98,7,,,,,0.65,99.08372182,16,42.88,0.07528398215,2,-14,,0.7
1242,77.11387681,97.50102405,99.04665706,5,4,8,40.68,43.84,50.52,2.27E-01,0.2861131948,1.59E-01,3,2,3,2,2,5,98,7,,,,,0.65,99.08552823,16,39.28,0.07034315287,2,-14,,0.7
1248,77.21260659,97.51207948,99.04844099,5,4,8,38.72,41.68,47.8,2.43E-01,0.2306404491,1.68E-01,3,2,3,2,2,5,98,7,,,,,0.65,99.08721434,16,36.8,0.06634841071,2,-14,,0.7
1254,77.27111746,97.51652941,99.0499435,5,4,6,36.36,38.48,44.96,1.99E-01,0.2249788811,2.19E-01,3,2,2,2,2,4,98,7,,,,,0.65,99.09109429,16,34.28,0.06561507674,2,-14,,0.7
1260,77.36481184,97.52073459,99.05146123,5,4,6,33.96,36.16,42.24,2.00E-01,0.2604922589,2.02E-01,2,2,2,3,2,4,98,7,,,,,0.65,99.09213282,15,31.92,0.06266897539,2,-13,,0.7
1266,77.41866031,97.52441024,99.05270092,4,4,6,32.4,34.24,38.12,2.39E-01,0.237024645,1.84E-01,2,2,2,2,2,4,98,7,,,,,0.65,99.09346308,15,29.36,0.05755979617,2,-13,,0.7
1272,77.46498701,97.52781773,99.05666379,4,4,6,30.4,31.4,35.4,2.27E-01,0.2366273657,1.62E-01,2,2,2,2,2,4,98,7,,,,,0.65,99.09474093,15,27.32,0.05341726384,2,-13,,0.7
1278,77.54470724,97.53699433,99.05766229,4,4,6,28.32,29.76,33.24,1.98E-01,0.2113505148,1.45E-01,2,2,2,2,2,4,98,7,,,,,0.65,99.09575421,15,25.12,0.04817315338,2,-13,,0.7
1284,77.57941771,97.53978184,99.05856985,4,4,6,25.88,27.28,31,1.69E-01,0.1954352571,1.60E-01,2,2,2,2,2,4,98,7,,,,,0.65,99.09678859,15,22.92,0.04868059906,2,-13,,0.7
1290,77.63525434,97.54099774,99.05950784,4,4,6,22.32,23.64,28.4,1.71E-01,0.1795651811,1.35E-01,2,2,2,2,2,4,98,7,,,,,0.65,99.0970791,15,20.52,0.04395073749,1,-14,,0.7
1296,77.66555813,97.5434791,99.06017014,3,4,5,20.96,22.52,26.32,1.93E-01,0.1590828293,1.51E-01,2,1,2,1,3,3,98,7,,,,,0.65,99.09771582,15,18.2,0.03932280811,1,-14,,0.7
1302,77.69044144,97.54492156,99.06318644,3,4,5,18.72,20.32,23.52,1.95E-01,0.1435844225,1.36E-01,2,1,2,1,3,3,98,7,,,,,0.65,99.09809518,14,15.44,0.03821968473,1,-13,,0.7
1308,77.72892553,97.55158516,99.06301386,3,3,5,15,17.96,18.44,1.42E-01,0.1477834222,1.17E-01,1,1,1,2,2,4,98,7,,,,,0.65,99.09839355,14,13.32,0.03023163174,1,-13,,0.7
1314,77.74646991,97.55194255,99.0632497,3,3,5,13.12,15.28,16.64,1.60E-01,0.1574519511,1.16E-01,1,1,1,2,2,4,98,7,,,,,0.65,99.10098797,14,10.84,0.02929239628,1,-13,,0.7
1320,77.7649728,97.5525377,99.06352198,3,3,5,10.6,12.6,14.28,1.02E-01,0.1473452402,1.18E-01,1,1,1,2,2,4,98,7,,,,,0.65,99.10053324,14,7.96,0.02066928297,1,-13,,0.7
1326,77.7724702,97.55297273,99.06367823,2,3,5,8.48,10.8,12.24,1.29E-01,0.09724768114,9.06E-02,1,1,1,1,2,4,98,7,,,,,0.65,99.10060035,14,5.52,0.02027052622,1,-13,,0.7
1332,77.77991633,97.55203431,99.06556066,2,3,5,6.4,7.72,8.48,1.54E-01,0.08429330598,9.33E-02,1,1,1,1,2,4,98,7,,,,,0.65,99.10049355,14,4.543933333,0.01851984607,1,-13,,0.7
1338,77.78655878,97.55643385,99.0652936,2,3,3,5,5.24,6.04,9.29E-02,0.05471708982,8.02E-02,1,1,1,1,2,2,98,7,,,,,0.65,99.10154388,2,9.04,0.07141283454,1,-1,,0.7
1344,77.83410794,97.55606795,99.06506308,2,3,3,9,4.76,5.6,8.22E-02,0.06203014759,7.95E-02,1,1,1,1,2,2,98,7,,,,,0.65,99.09455248,1,10.8,0.3432379436,1,0,,0.7
1350,77.75435445,97.55966116,99.06618113,2,3,3,14.04,10,11.36,9.10E-02,0.05653113845,5.71E-02,1,1,1,1,2,2,98,7,,,,,0.65,98.96602874,1,18.52,0.4116310528,1,0,,0.7
1356,77.61275412,97.54830983,99.06232862,1,3,3,19.36,20.12,24.28,1.70E-01,0.04701546355,1.29E-01,2,1,2,-1,2,1,98,7,,,,,0.65,98.8536156,1,22.48,0.325753381,1,0,,0.7
1362,77.48200316,97.32501179,98.90375963,1,3,3,24.64,35.76,36.32,1.43E-01,0.2244889876,1.67E-01,2,2,2,-1,1,1,98,7,,,,,0.65,98.7607799,1,25.16,0.9170832675,2,1,,0.7
1368,77.21396051,97.20828332,98.79623554,1,2,3,26.64,45.12,39.84,7.72E-01,0.5366886691,2.28E-01,2,2,2,-1,0,1,98,7,,,,,0.65,98.66931823,1,22.47755,0.7496748119,1,0,,0.7
1374,77.07964516,97.10057911,98.71219868,1,2,3,24.76,53.32,35.4,6.20E-01,0.5366886691,3.22E-01,2,3,2,-1,-1,1,98,7,,,,,0.65,98.48212935,1,23.04,0.9940253293,2,1,,0.7
1380,76.93071754,96.99810224,98.61401487,1,2,3,23.28,51.84,26.76,9.95E-01,0.7438016419,4.26E-01,2,3,2,-1,-1,1,98,7,,,,,0.65,98.31208829,6,28.77716889,0.4602029295,2,-4,,0.7
1386,76.8021921,96.87731725,98.50683459,1,2,3,21.92,50.08,23.32,9.95E-01,0.5591893238,3.72E-01,2,3,2,-1,-1,1,98,7,,,,,0.65,98.25115099,6,39.92232667,0.4050481745,2,-4,,0.7
1392,76.64546651,96.63437231,98.28907709,1,2,1,21.56,47.72,21.64,9.95E-01,0.8475284883,9.91E-01,2,3,1,-1,-1,0,98,7,,,,,0.65,98.24779081,6,38.08631033,0.531622281,2,-4,,0.7
1398,76.45303098,96.47811462,98.1490114,1,2,1,14.6,43.92,20.04,8.89E-01,0.8227157291,9.95E-01,1,2,1,0,0,0,98,7,,,,,0.65,98.24760468,6,29.1219,0.5541970632,2,-4,,0.7
1404,76.45407192,96.4771252,98.14005447,1,2,1,10.24,30.68,15.28,7.92E-01,0.812039338,7.56E-01,1,2,1,0,0,0,98,7,,,,,0.65,98.25367764,6,23.66108267,0.3518010295,2,-4,,0.7
1410,76.45511242,96.47702895,98.13925653,1,2,1,6.12,21.4,10.72,7.92E-01,0.5026945529,6.24E-01,1,1,1,0,1,0,98,7,,,,,0.65,98.25303299,6,2.24,0.3054050576,1,-5,,0.7
