,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,,,,,,,0.75
822,74.6143407,90.66015446,99.00921662,2,5,3,8.76,9.56,9.96,0.1796551008,0.08028490952,0.1291391687,1,1,1,1,4,2,98,7,,,,,0.65,,,,,,,,0.75
828,74.6176025,90.64771153,99.0105065,2,5,3,6.76,6.04,7.04,0.1617975295,0.06546346572,0.1238998687,1,1,1,1,4,2,98,7,,,,,0.65,,,,,,,,0.75
834,74.66605701,90.6458468,99.01014954,2,5,3,3.96,4.16,4.6,0.09319383394,0.05114016387,0.0961895501,1,1,1,1,4,2,98,7,,,,,0.65,,,,,,,,0.75
840,74.649261,90.64532747,99.01121876,2,5,3,2.36,2.6,2.84,0.09319383394,0.03441072885,0.04884580113,1,1,1,1,4,2,98,7,,,,,0.65,,,,,,,,0.75
846,74.65447715,90.66986912,99.01085223,2,5,2,2.04,2.2,2.36,0.04707455653,0.02211554212,0.05067689702,1,1,1,1,4,1,98,7,,,,,0.65,,,,,,,,0.75
852,74.65979774,90.67244609,99.01064165,1,5,2,2.36,2.88,2.68,0.04177465692,0.01462646908,0.05325012036,1,1,1,0,4,1,98,7,,,,,0.65,,,,,,,,0.75
858,74.67051977,90.66608047,99.01218031,1,5,2,3.56,5.12,4.72,0.04177465692,0.01733987201,0.0443740174,1,1,1,0,4,1,98,7,,,,,0.65,,,,,,,,0.75
864,74.76259857,90.67403723,99.01224583,1,5,2,7,7.4,6.32,0.02782888395,0.01927772744,0.03956315644,1,1,1,0,4,1,98,7,,,,,0.65,,,,,,,,0.75
870,74.78805576,90.70174454,99.01456811,1,5,2,8.76,10.4,10.4,0.1823703271,0.03710203228,0.0621397074,1,1,1,0,4,1,98,7,,,,,0.65,,,,,,,,0.75
876,74.81761373,90.7184036,99.0151863,1,4,2,10.52,12.96,12.92,0.229303784,0.06991781902,0.09368500351,1,1,1,0,3,1,98,7,,,,,0.65,,,,,,,,0.75
882,74.85408519,90.72860315,99.0171504,1,4,2,12.28,15.12,14.52,0.1767741088,0.08827209506,0.2011349444,1,1,1,0,3,1,98,7,,,,,0.65,,,,,,,,0.75
888,74.89462297,90.74216614,99.01787747,1,4,2,14.12,18.2,16.84,0.3834016204,0.1110613888,0.2011349444,1,1,1,0,3,1,98,7,,,,,0.65,,,,,,,,0.75
894,75.04778082,90.75600579,99.02149652,1,4,1,17.84,20,21.36,0.3834016204,0.107488763,0.4386496629,2,1,1,-1,3,0,98,7,,,,,0.65,,,,,,,,0.75
900,75.10292877,90.79194684,99.02284064,1,4,1,19.72,22.64,22.96,0.3015879746,0.1181960681,0.297974716,2,2,1,-1,2,0,98,7,,,,,0.65,,,,,,,,0.75
906,75.16504911,90.81941916,99.02427961,1,4,1,21.68,24.88,24.4,0.5213010536,0.149778982,0.5150917115,2,2,2,-1,2,-1,98,7,,,,,0.65,,,,,,,,0.75
912,75.22762319,90.83629159,99.02584856,1,4,1,23.2,26.28,26.4,0.6163388095,0.1651482216,0.5790281218,2,2,2,-1,2,-1,98,7,,,,,0.65,,,,,,,,0.75
918,75.29504507,90.86668769,99.027499,1,4,1,24.68,30.64,28.08,0.6793024938,0.1448444643,0.420599594,2,2,2,-1,2,-1,98,7,,,,,0.65,,,,,,,,0.75
924,75.489001,90.88845516,99.0323981,1,4,1,27.8,32.44,31,0.6793024938,0.1703715069,0.7596421466,2,2,2,-1,2,-1,98,7,,,,,0.65,,,,,,,,0.75
930,75.56358236,90.92804258,99.03136937,1,4,1,28.88,33.76,31.16,0.4210556,0.2020657904,0.7596421466,2,2,2,-1,2,-1,98,7,,,,,0.65,,,,,,,,0.75
936,75.60087325,90.96459299,99.0043139,1,3,1,29.48,38.16,30.72,0.8325295092,0.2803356869,0.8139630284,2,2,2,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.75
942,75.58758217,90.99817215,98.95125571,1,3,1,29.08,40.76,29.68,0.676198968,0.2583291908,0.7100156027,2,2,2,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.75
948,75.54664576,91.04022642,98.8624825,1,3,3,28.12,48.44,28.4,0.9366742647,0.397273006,0.7912264173,2,3,2,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
954,75.36682703,91.03297182,98.73804709,1,3,3,26,49.84,26.18882667,0.9366742647,0.3769339346,0.5065924017,2,3,2,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
960,75.20289147,91.02313015,98.67618485,1,3,3,25.2,47.84,33.80474333,0.692998124,0.4023216687,0.5590505076,2,3,2,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
966,75.01199307,90.99970593,98.68143345,1,3,3,25.24,48.96,42.10890667,0.9882081378,0.4590320819,0.5724410789,2,3,2,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
972,74.81058699,90.97258466,98.65636779,1,2,3,25.28,49.4,49.85955467,0.9898224945,0.6205270142,0.6158585184,2,3,3,-1,-1,0,98,7,,,,,0.65,,,,,,,,0.75
978,74.60788439,90.82427079,98.63818309,1,2,5,25.4,51.32,60.46945467,0.9934164012,0.8121273375,0.5431104913,2,3,3,-1,-1,2,98,7,,,,,0.65,,,,,,,,0.75
984,74.25570022,90.71044651,98.61657886,1,2,5,25.16,51.16,68.12741944,0.9934164012,0.8371307496,0.5683965622,2,3,3,-1,-1,2,98,7,,,,,0.65,,,,,,,,0.75
990,74.05235403,90.59852718,98.61973316,1,2,5,25,51.92,71.529035,0.7617965612,0.6309605726,0.5946902303,2,3,4,-1,-1,1,98,7,,,,,0.65,,,,,,,,0.75
996,73.86389923,90.50006791,98.63671207,1,3,5,24.52,51.24333333,76.781304,0.9964268472,0.8162194391,0.5574532229,2,3,4,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
1002,73.66989515,90.3447483,98.64253222,1,3,5,24.56,48.63792,86.73861333,0.9958856131,0.6061267678,0.602221281,2,3,4,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
1008,73.45963792,90.27870959,98.63834579,1,3,5,24.88,46.41640444,91.88,0.9963265616,0.6642239171,0.5694098959,2,3,4,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
1014,73.1346558,90.19886851,98.64417831,1,3,5,24.4,46.53724333,97,0.9963265616,0.5652238557,0.5073397858,2,3,5,-1,0,0,98,7,,,,,0.65,,,,,,,,0.75
1020,72.94531764,90.04638581,98.64482981,1,3,5,24.52,48.04661333,100.8,0.5340944444,0.646376192,0.5595198361,2,3,5,-1,0,0,98,7,,,,,0.65,,,,,,,,0.75
1026,72.75868248,89.92544331,98.62154355,1,3,5,24.36,53.88,101.92,0.9952744893,0.6433026818,0.5712099543,2,3,5,-1,0,0,98,7,,,,,0.65,,,,,,,,0.75
1032,72.5699925,89.82036317,98.58040243,2,4,5,25.49222333,56.27216,103,0.9952744893,0.5536623085,0.6258950443,2,3,5,0,1,0,98,7,,,,,0.65,,,,,,,,0.75
1038,72.30221578,89.68144804,98.56314535,2,4,5,27.86872889,59.41936,103.96,0.9934449318,0.5246176709,0.6326355195,2,3,5,0,1,0,98,7,,,,,0.65,,,,,,,,0.75
1044,72.27565149,89.58408176,98.49485077,2,4,5,28.14069333,62.3443,101.4,0.6629629553,0.4204772709,0.6039599442,2,3,5,0,1,0,98,7,,,,,0.65,,,,,,,,0.75
1050,72.14170294,89.53614435,98.42895452,2,4,5,31.00631867,67.75026667,103.92,0.6895965873,0.5541595207,0.6567698088,2,4,5,0,0,0,98,7,,,,,0.65,,,,,,,,0.75
1056,72.03984795,89.42162109,98.40342973,2,4,5,33.47945333,73.33508267,100.56,0.7676519359,0.6258653936,0.7143419341,2,4,5,0,0,0,98,7,,,,,0.65,,,,,,,,0.75
1062,71.86340581,89.3123595,98.2363395,2,4,5,35.96,76.88,96.72,0.7434478095,0.6221118174,0.7013415373,3,4,5,-1,0,0,98,7,,,,,0.65,,,,,,,,0.75
1068,71.73287163,89.24017647,98.16796007,2,4,5,35.2012865,82.36,97.28,0.5917144247,0.6444360816,0.6242641296,3,4,5,-1,0,0,98,7,,,,,0.65,,,,,,,,0.75
1074,71.69661234,89.09350661,98.12152975,2,4,7,36,83.08,97.64858667,0.5362363003,0.6581758751,0.539259691,3,4,5,-1,0,2,98,7,,,,,0.65,,,,,,,,0.75
1080,71.58992217,88.96476302,98.04735098,2,4,7,36.96,83.24,99.29612,0.7458244149,0.7327852145,0.5600688984,3,4,5,-1,0,2,98,7,,,,,0.65,,,,,,,,0.75
1086,71.47674461,88.92633291,98.03255681,2,4,7,37.02,80.92,109.2346233,0.7458244149,0.7296034568,0.4944658602,3,4,5,-1,0,2,98,7,,,,,0.65,,,,,,,,0.75
1092,71.34199613,88.85050478,98.03160269,2,4,7,39.32,75.16,115.8639173,0.6218997098,0.7027965218,0.5123789911,3,4,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
1098,71.20859321,88.77931433,98.03654056,2,4,7,40.2,70.32,120.3248947,0.6176288746,0.7202031702,0.5830610269,3,4,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
1104,71.19625696,88.68428948,98.04434403,2,6,7,40.44,66.75198667,130.28,0.7796578524,0.6064674192,0.5931724734,3,4,6,-1,2,1,98,7,,,,,0.65,,,,,,,,0.75
1110,71.08229241,88.58131072,98.05958767,2,6,7,41.2,70.16915556,133.68,0.7994766847,0.5285018678,0.582004129,3,4,6,-1,2,1,98,7,,,,,0.65,,,,,,,,0.75
1116,70.96479362,88.4749717,98.09118556,2,6,7,41.35,74.17797333,136.36,0.6689237241,0.5295858999,0.4994992043,3,4,6,-1,2,1,98,7,,,,,0.65,,,,,,,,0.75
1122,70.84466572,88.40275427,98.08137063,2,6,7,40.44,80.80129067,136.48,0.6443424663,0.5238596591,0.5328612191,3,4,6,-1,2,1,98,7,,,,,0.65,,,,,,,,0.75
1128,70.74638744,88.35845506,98.09070907,2,6,7,37.88,91.930116,136.96,0.7977384956,0.5125067375,0.5087816166,3,5,6,-1,1,1,98,7,,,,,0.65,,,,,,,,0.75
1134,70.71914596,88.32824524,98.10269969,2,6,7,37.24,97.52,138,0.7334594253,0.5628305998,0.5849203084,3,5,6,-1,1,1,98,7,,,,,0.65,,,,,,,,0.75
1140,70.60185831,88.42671182,98.1141507,2,6,7,37.16,107.05,138.32,0.6519253274,0.5474872786,0.5665962381,3,6,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.75
1146,70.50550833,88.42220112,98.14238647,2,6,7,39.12,114.72,139.56,0.7798650338,0.5983897386,0.5588560216,3,6,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.75
1152,70.38096591,88.40806912,98.14761693,3,6,7,42.21082667,119.92,139.76,0.6185012263,0.6111285804,0.5528244369,3,6,7,0,0,0,98,7,,,,,0.65,,,,,,,,0.75
1158,70.21529627,88.37910153,98.11669429,3,6,7,45.71456,121.8,138.6,0.4061688857,0.6984325373,0.5105337848,3,6,7,0,0,0,98,7,,,,,0.65,,,,,,,,0.75
1164,70.03101381,88.40551556,98.06632323,3,6,7,50.08378667,123.72,135.52,0.5630227869,0.6481994907,0.6096408971,4,6,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
1170,69.8002114,88.40511252,98.02873812,3,6,7,54.65672,122.2,132.8,0.7066384992,0.6601323074,0.6321856549,4,6,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
1176,69.75420857,88.46370197,98.00746249,3,6,7,58.47224,121.84,134.36,0.6676837052,0.6573531993,0.6033610161,4,6,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
1182,69.62354814,88.45284859,98.00628291,3,6,7,62.36,125.64,136.12,0.7796767636,0.6162432268,0.5860544466,4,7,6,-1,-1,1,98,7,,,,,0.65,,,,,,,,0.75
1188,69.41982125,88.3555634,98.01617411,3,6,7,63.44,122.24,139.96,0.7661360044,0.7337905186,0.5014582599,4,6,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.75
1194,69.37643903,88.31998211,98.02009828,3,6,7,62.72,115.56,144.48,0.6968624642,0.675335416,0.601825945,4,6,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.75
1200,69.30036415,88.28105771,98.03393367,3,9,7,63.36,111.08203,145.96,0.8404731355,0.6704140098,0.533346132,4,6,7,-1,3,0,98,7,,,,,0.65,,,,,,,,0.75
1206,69.39428283,88.2963729,98.0630391,3,9,7,63.04,106.90185,147,0.7670303324,0.5520298204,0.5449997104,4,6,7,-1,3,0,98,7,,,,,0.65,,,,,,,,0.75
1212,69.26867596,88.34473999,98.07534326,3,9,7,60.39845772,112.95584,147.16,0.7917670845,0.5394452965,0.5757575351,4,6,7,-1,3,0,98,7,,,,,0.65,,,,,,,,0.75
1218,69.20732293,88.45592246,98.05658137,3,9,7,60.56,124.814832,145.12,0.7306739876,0.5625693429,0.5758695267,4,7,7,-1,2,0,98,7,,,,,0.65,,,,,,,,0.75
1224,69.21348615,88.54550635,98.06793663,3,9,7,63.92,133.958224,145.3983969,0.4752772844,0.5396206792,0.5722630382,4,7,7,-1,2,0,98,7,,,,,0.65,,,,,,,,0.75
1230,69.1662239,88.73250891,98.04383004,3,9,7,64.28,144.639136,142.12,0.7570007235,0.5197058421,0.5670371752,4,7,7,-1,2,0,98,7,,,,,0.65,,,,,,,,0.75
1236,69.24864874,88.82518874,97.96067136,3,9,7,64.04171854,145,136.32,0.7198726225,0.5636277228,0.5264082312,4,7,6,-1,2,1,98,7,,,,,0.65,,,,,,,,0.75
1242,69.16980173,88.89244955,97.96086739,3,9,7,64.52,145.28,138.12,0.7063933113,0.4922936361,0.5278092523,4,7,7,-1,2,0,98,7,,,,,0.65,,,,,,,,0.75
1248,69.11687797,88.9811557,97.96905578,3,9,7,64.24,144.6,136.8415329,0.6717194019,0.536285545,0.6198337488,4,7,6,-1,2,1,98,7,,,,,0.65,,,,,,,,0.75
1254,69.15696167,89.06605325,97.90922905,3,9,7,65.68,145.36,137.84,0.7014605807,0.5421666735,0.6396727111,5,7,6,-2,2,1,98,7,,,,,0.65,,,,,,,,0.75
1260,69.10447335,89.22012264,97.90098203,3,9,7,66.24,146.12,141.12,0.7694872298,0.4625650968,0.6115224434,5,7,7,-2,2,0,98,7,,,,,0.65,,,,,,,,0.75
1266,69.16904799,89.30651506,97.87819703,3,9,9,66.02999,147.56,140.6420167,0.7265074136,0.5182062461,0.5135820846,5,8,7,-2,1,2,98,7,,,,,0.65,,,,,,,,0.75
1272,69.05728765,89.3803791,97.82708255,3,9,9,68.16,147.44,137.405,0.7925814509,0.5462570894,0.5185671317,5,8,6,-2,1,3,98,7,,,,,0.65,,,,,,,,0.75
1278,69.07921101,89.47000555,97.83516789,4,9,9,70.31693333,146.36,138.6819368,0.6764167882,0.5176865355,0.5118612291,5,7,7,-1,2,2,98,7,,,,,0.65,,,,,,,,0.75
1284,69.06475466,89.58120812,97.84838612,4,9,9,75.30602667,147.84,139.9388267,0.6277107665,0.4766644082,0.5390763796,5,8,7,-1,1,2,98,7,,,,,0.65,,,,,,,,0.75
1290,69.05393413,89.69178838,97.86064162,4,9,9,78.57952163,146.08,142.473868,0.6601566998,0.4784335567,0.5119972875,5,7,7,-1,2,2,98,7,,,,,0.65,,,,,,,,0.75
1296,68.91905175,89.75602258,97.89325591,4,9,11,78.909788,145.64,147.22896,0.6231539744,0.5298381867,0.4032647544,5,7,7,-1,2,4,98,7,,,,,0.65,,,,,,,,0.75
1302,69.03067377,89.7732177,97.90232988,4,9,11,83.96,143.96,146.8024632,0.6944851716,0.468447502,0.4621320267,6,7,7,-2,2,4,98,7,,,,,0.65,,,,,,,,0.75
1308,69.0884162,89.82906417,97.91236241,4,9,11,84.4,143,146.6486033,0.795384204,0.4761966953,0.4471942075,6,7,7,-2,2,4,98,7,,,,,0.65,,,,,,,,0.75
1314,69.08004923,89.92785003,97.92369607,4,9,11,84.36,142.44,146.3128,0.6530619428,0.4822656265,0.4505080902,6,7,7,-2,2,4,98,7,,,,,0.65,,,,,,,,0.75
1320,69.07232828,90.03141989,97.93923563,4,9,11,85.52,144.8,147.3103,0.7032168696,0.5351709029,0.403310933,6,7,7,-2,2,4,98,7,,,,,0.65,,,,,,,,0.75
1326,69.01769902,90.10237055,97.96549748,4,9,11,86.2,147.24,148.76,0.664420696,0.5350931367,0.3975794564,6,7,7,-2,2,4,98,7,,,,,0.65,,,,,,,,0.75
1332,69.21149532,90.17375808,97.97590476,4,9,11,87.48,147.12,148.56,0.6806817619,0.4443208308,0.4030038613,6,7,7,-2,2,4,98,7,,,,,0.65,,,,,,,,0.75
1338,69.26901038,90.23501277,97.98533616,4,9,11,90.64,143.84,148.72,0.6576749284,0.5358746414,0.4027712265,6,7,7,-2,2,4,98,7,,,,,0.65,,,,,,,,0.75
1344,69.29161761,90.3255154,97.99710724,4,9,11,93.08,145.48,146.56,0.5988534986,0.437038475,0.4148032092,6,7,7,-2,2,4,98,7,,,,,0.65,,,,,,,,0.75
1350,69.21033002,90.41430597,98.01141013,4,8,11,91.4,144.2,147.48,0.8198357384,0.5139186467,0.3389609473,6,7,7,-2,1,4,98,7,,,,,0.65,,,,,,,,0.75
1356,69.29290177,90.48243545,98.03367327,4,8,11,88.44,144,146.44,0.7582792694,0.5650697978,0.3878599585,6,7,7,-2,1,4,98,7,,,,,0.65,,,,,,,,0.75
1362,69.30110668,90.54865297,98.04355741,4,8,11,88.92,143.84,145.4,0.7604167049,0.5424071158,0.373927265,6,7,7,-2,1,4,98,7,,,,,0.65,,,,,,,,0.75
1368,69.32488599,90.61359425,98.05292087,4,8,11,89.08,143.88,146.48,0.711308285,0.5266097182,0.377289484,6,7,7,-2,1,4,98,7,,,,,0.65,,,,,,,,0.75
1374,69.31607005,90.69574113,98.06396796,4,8,11,90.12,143.24,145.2,0.7506075263,0.5079636447,0.3734093862,6,7,7,-2,1,4,98,7,,,,,0.65,,,,,,,,0.75
1380,69.32204206,90.77016668,98.07716184,4,8,11,92.72,142.28,145.8,0.7008475674,0.5123195482,0.3475351503,6,7,7,-2,1,4,98,7,,,,,0.65,,,,,,,,0.75
1386,69.35497694,90.82914115,98.09665456,4,8,11,94.28,140.56,145.68,0.7668024935,0.5036371272,0.3189999418,6,7,7,-2,1,4,98,7,,,,,0.65,,,,,,,,0.75
1392,69.48781866,90.89151576,98.10540279,4,8,11,94.48886667,140.32,143,0.684894934,0.4564199371,0.380696076,6,7,7,-2,1,4,98,7,,,,,0.65,,,,,,,,0.75
1398,69.58545198,90.94993795,98.11396534,6,8,11,93.59821556,139.92,142.56,0.563895571,0.5067871992,0.3677646704,6,7,7,0,1,4,98,7,,,,,0.65,,,,,,,,0.75
1404,69.69021345,91.02166773,98.12474345,6,8,11,97.60251278,137.76,141.56,0.5525707002,0.5208631418,0.3909250825,6,7,7,0,1,4,98,7,,,,,0.65,,,,,,,,0.75
1410,69.90858783,91.09118988,98.13638381,6,8,11,100.8127013,136.2,140.16,0.6906611282,0.4229624564,0.381508565,7,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
1416,70.2022324,91.14257263,98.1530218,6,8,11,103.848912,133.68,138.16,0.6415922083,0.5044432693,0.3184093902,7,7,6,-1,1,5,98,7,,,,,0.65,,,,,,,,0.75
1422,70.51630164,91.19596425,98.16101838,6,8,11,111.24,131.04,136.04,0.6900616453,0.4801342563,0.3736568527,7,7,6,-1,1,5,98,7,,,,,0.65,,,,,,,,0.75
1428,70.77573505,91.23734311,98.16812197,6,8,11,112.08,127.56,132.24,0.6370606799,0.4757760338,0.3316957093,7,6,6,-1,2,5,98,7,,,,,0.65,,,,,,,,0.75
1434,70.98486434,91.30114872,98.17734016,6,8,11,112.12,126.28,130.84,0.5694725282,0.5002328126,0.3371199613,7,6,6,-1,2,5,98,7,,,,,0.65,,,,,,,,0.75
1440,71.20388001,91.35907188,98.18701337,6,8,11,110.32,122.56,127.32,0.5818136074,0.4740830842,0.2824275707,7,6,6,-1,2,5,98,7,,,,,0.65,,,,,,,,0.75
1446,71.46360924,91.40560252,98.20094336,6,8,11,108.52,120.52,123.6,0.5855550348,0.4458340513,0.3126815915,7,6,6,-1,2,5,98,7,,,,,0.65,,,,,,,,0.75
1452,71.73996597,91.44734079,98.20725313,6,8,11,105.04,118.12,119.88,0.6085916205,0.3813768387,0.3124727266,7,6,6,-1,2,5,98,7,,,,,0.65,,,,,,,,0.75
1458,71.94737591,91.48746379,98.2130833,6,8,11,102.44,114.84,114.96,0.5398203013,0.4003227358,0.273460529,7,6,5,-1,2,6,98,7,,,,,0.65,,,,,,,,0.75
1464,72.10716817,91.53310159,98.22082074,6,8,11,98.72,107.68,113.4,0.4666967151,0.3980242337,0.2925454123,6,6,5,0,2,6,98,7,,,,,0.65,,,,,,,,0.75
1470,72.27888656,91.58030419,98.22878249,6,8,11,95.32,102.84,109.84,0.3907357918,0.3618419512,0.2666574047,6,5,5,0,3,6,98,7,,,,,0.65,,,,,,,,0.75
1476,72.47201812,91.61363533,98.23888775,6,8,11,90.88,100.04,103.12,0.4513352878,0.3649830444,0.2603435088,6,5,5,0,3,6,98,7,,,,,0.65,,,,,,,,0.75
1482,72.65776422,91.64780958,98.24402314,6,7,9,85.04,95.72,99.36,0.4727058242,0.3755826751,0.3182277418,5,5,5,1,2,4,98,7,,,,,0.65,,,,,,,,0.75
1488,72.8056105,91.67597017,98.24851008,6,7,9,80.83901768,91.28,94.04,0.4005138394,0.3754958898,0.2958536215,5,5,5,1,2,4,98,7,,,,,0.65,,,,,,,,0.75
1494,72.91891523,91.71447734,98.25358345,6,7,9,76.2,86.64,88.44,0.3421452785,0.3757650721,0.2760536025,5,5,4,1,2,5,98,7,,,,,0.65,,,,,,,,0.75
1500,73.03221155,91.74889027,98.25966321,6,7,9,71.92,82.4,82.68,0.4198452318,0.3451009485,0.2612533557,5,4,4,1,3,5,98,7,,,,,0.65,,,,,,,,0.75
1506,73.17171701,91.77460432,98.267717,6,7,9,67.32,78.4,79.48,0.385831094,0.3413204786,0.2340139946,4,4,4,2,3,5,98,7,,,,,0.65,,,,,,,,0.75
1512,73.31560897,91.79912951,98.27130038,6,7,9,64.84,75,75.92,0.3571484526,0.3026543854,0.2362747588,4,4,4,2,3,5,98,7,,,,,0.65,,,,,,,,0.75
1518,73.43535905,91.82105244,98.27528126,6,7,9,62.8,73.04,73.84,0.324823924,0.3014249108,0.2069778829,4,4,4,2,3,5,98,7,,,,,0.65,,,,,,,,0.75
1524,73.52561341,91.8495128,98.27884449,6,7,9,60.68,69.28,70.72,0.2855185088,0.2850302249,0.2387200334,4,4,4,2,3,5,98,7,,,,,0.65,,,,,,,,0.75
1530,73.609823,91.87833934,98.28528258,6,7,8,58.4,65.4,67.08,0.3081690504,0.2608804759,0.232903437,4,4,3,2,3,5,98,7,,,,,0.65,,,,,,,,0.75
1536,73.73553175,91.8958006,98.29026202,6,7,8,56.76,62.44,64.84,0.2890502747,0.2744560989,0.2076050604,4,3,3,2,4,5,98,7,,,,,0.65,,,,,,,,0.75
1542,73.84187248,91.91690421,98.29259017,6,6,8,53.96,59.04,60.6,0.27594778,0.2781222075,0.2143459389,4,3,3,2,3,5,98,7,,,,,0.65,,,,,,,,0.75
1548,73.93376183,91.9343909,98.2952957,6,6,8,51.68,56.32,58.2,0.2585564138,0.2579582791,0.1883828122,3,3,3,3,3,5,98,7,,,,,0.65,,,,,,,,0.75
1554,74.00198345,91.94887216,98.29855329,6,6,8,49.44,52.88,56.68,0.2097748052,0.251319938,0.2044842135,3,3,3,3,3,5,98,7,,,,,0.65,,,,,,,,0.75
1560,74.04880446,91.97396243,98.30359352,6,6,8,44.79925766,51.64,52.76,0.2271073022,0.2213772034,0.1846172164,3,3,3,3,3,5,98,7,,,,,0.65,,,,,,,,0.75
1566,74.14663325,91.98912469,98.30759779,6,6,8,42.96,49.2,50.6,0.2262757672,0.2594678988,0.1687421445,3,3,3,3,3,5,98,7,,,,,0.65,,,,,,,,0.75
1572,74.21854161,92.00381305,98.30917831,6,6,6,39.44,45.72,47.64,0.2229047707,0.2356044285,0.1978480706,3,3,3,3,3,3,98,7,,,,,0.65,,,,,,,,0.75
1578,74.29633746,92.0172915,98.31106877,6,6,6,38.16,43.52,45.92,0.2141804319,0.2197499961,0.1936312961,3,3,2,3,3,4,98,7,,,,,0.65,,,,,,,,0.75
1584,74.33939369,92.02769676,98.3132864,4,6,6,36.40077126,40.6,43.48,0.2705884204,0.2108072318,0.2045299205,3,2,2,1,4,4,98,7,,,,,0.65,,,,,,,,0.75
1590,74.37930514,92.04501815,98.31701707,4,6,6,35.04,37.04,38.32,0.2657790138,0.1844294585,0.181339601,3,2,2,1,4,4,98,7,,,,,0.65,,,,,,,,0.75
1596,74.45176419,92.0534005,98.3200344,4,6,6,33.4,34.08,36.56,0.2439036144,0.1710690356,0.1658692886,2,2,2,2,4,4,98,7,,,,,0.65,,,,,,,,0.75
1602,74.49966663,92.06382958,98.32098223,4,6,6,29.12,31.76,34.32,0.1976739779,0.1494458943,0.1548823655,2,2,2,2,4,4,98,7,,,,,0.65,,,,,,,,0.75
1608,74.5473393,92.07304618,98.32198352,4,6,5,27.16,29.68,31.56,0.1943277409,0.1550711749,0.1582560387,2,2,2,2,4,3,98,7,,,,,0.65,,,,,,,,0.75
1614,74.57355182,92.07854206,98.32383596,3,5,4,25.12,27.12,28.88,0.2457272775,0.1808604411,0.2122529467,2,2,2,1,3,2,98,7,,,,,0.65,,,,,,,,0.75
1620,74.59346808,92.08998434,98.32500446,3,5,4,22.52,24.4,25.48,0.1965797907,0.1293435393,0.1895764353,2,2,2,1,3,2,98,7,,,,,0.65,,,,,,,,0.75
1626,74.64244596,92.09629203,98.32749103,3,5,4,20.8,21.76,22.76,0.2274216863,0.1370689046,0.1843168746,2,2,1,1,3,3,98,7,,,,,0.65,,,,,,,,0.75
1632,74.66054633,92.10028104,98.32801119,3,5,4,16.88,18.64,20.88,0.1751618011,0.1298162695,0.1644220493,1,1,1,2,4,3,98,7,,,,,0.65,,,,,,,,0.75
1638,74.68680145,92.10508571,98.3282422,3,5,4,14.2,16.52,17.28,0.1765334486,0.1159146193,0.1299907767,1,1,1,2,4,3,98,7,,,,,0.65,,,,,,,,0.75
1644,74.69827512,92.1055538,98.32898765,2,5,4,13.32,13.88,15,0.2222973447,0.09693249018,0.1271381201,1,1,1,1,4,3,98,7,,,,,0.65,,,,,,,,0.75
1650,74.70244454,92.11153639,98.32935519,2,5,3,10.76,10.68,11.76,0.1891702505,0.08512670359,0.1474166374,1,1,1,1,4,2,98,7,,,,,0.65,,,,,,,,0.75
1656,74.72178308,92.11381071,98.33074529,2,5,3,7.68,8.76,8.76,0.1891702505,0.07141845487,0.12518936,1,1,1,1,4,2,98,7,,,,,0.65,,,,,,,,0.75
1662,74.72073026,92.11218702,98.33048345,2,5,3,5.6,5.32,6.44,0.1031978489,0.05563942361,0.1077585298,1,1,1,1,4,2,98,7,,,,,0.65,,,,,,,,0.75
1668,74.72421076,92.11337676,98.33051704,2,5,3,2.76,3.24,3.88,0.08906741398,0.04025161391,0.06491553631,1,1,1,1,4,2,98,7,,,,,0.65,,,,,,,,0.75
1674,74.72769475,92.11317433,98.33049561,1,5,3,2.2,2.52,2.48,0.1121126731,0.02487173673,0.05434186452,1,1,1,0,4,2,98,7,,,,,0.65,,,,,,,,0.75
1680,74.73260966,92.11767806,98.33044369,1,4,3,2.12,2.72,2.84,0.07809299,0.0269840957,0.02557575592,1,1,1,0,3,2,98,7,,,,,0.65,,,,,,,,0.75
