,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,,,,,,,0.75
,,92.78419788,98.12394962,,10,9,,141.25193,148.36,,0.497513959,0.4964009687,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.7966777,98.1261423,,10,9,,143.4914689,148.24,,0.526053028,0.4547452519,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.79717752,98.12764725,,10,9,,142.785665,147.96,,0.5548020364,0.4961071042,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.80309059,98.13030644,,10,9,,144.6848933,148.68,,0.5293214421,0.445634389,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.81015984,98.13195082,,10,9,,145.04,148.76,,0.5333298723,0.437695733,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.823883,98.13432888,,10,9,,143.72,148.04,,0.504743861,0.4512516099,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.83623932,98.13650524,,10,9,,147.28,148.16,,0.5172427924,0.4447814611,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.84218712,98.13797202,,10,9,,146.92,147.88,,0.466469686,0.4347262244,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.84892904,98.13750405,,10,9,,147.44,147.2,,0.4025221656,0.4524919335,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.85619719,98.13893883,,10,9,,149.2,147.16,,0.5082529231,0.4238825479,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.86943567,98.14131522,,10,9,,147.76,147.16,,0.4462333212,0.5145124299,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.88049869,98.14343537,,10,9,,148,147.76,,0.4817775299,0.5014776577,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.88275262,98.14550681,,10,9,,147.04,148.4,,0.4589327461,0.4090155844,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.88675173,98.14756794,,10,9,,144.04,149.08,,0.4784916699,0.4654923354,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.89402527,98.14917086,,10,9,,145.52,148.4,,0.4596191389,0.4790179925,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.90669277,98.15150702,,10,9,,147.36,149.52,,0.3867099223,0.4420566859,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.9168693,98.15356691,,10,9,,146.56,147.64,,0.4708865751,0.384005094,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.92325121,98.15489657,,10,9,,146.16,149,,0.4917073564,0.4305896108,,,,0,10,9,98,7,,,,,,,,,,,,,
,,92.92807185,98.15680371,,9,9,,146.52,147.64,,0.4949761352,0.4801873548,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.93431913,98.15840453,,9,9,,143.8,147.24,,0.5580433963,0.4631416735,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.94661014,98.16062405,,9,9,,145.64,146.64,,0.4769755565,0.4599882555,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.95700127,98.15987539,,9,9,,144.9174916,145.76,,0.4663326355,0.4364727824,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.96300689,98.16185348,,9,9,,143.2,144.64,,0.4646729554,0.5028612243,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.96905273,98.1638134,,9,9,,143.12,145.44,,0.499942999,0.4899231005,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.97460824,98.16538673,,9,9,,139.2,144.84,,0.4908693675,0.4671427207,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.98635745,98.16804825,,9,9,,140.082426,145.32,,0.4748497471,0.4684462685,,,,0,9,9,98,7,,,,,,,,,,,,,
,,92.99388206,98.16952574,,9,9,,140.2,143.96,,0.4688616259,0.4731624593,,,,0,9,9,98,7,,,,,,,,,,,,,
,,93.00037277,98.17145913,,9,9,,140.88,144.32,,0.478640254,0.4689401156,,,,0,9,9,98,7,,,,,,,,,,,,,
,,93.00655723,98.17303283,,9,9,,140.68,142.16,,0.4842423661,0.4591537771,,,,0,9,9,98,7,,,,,,,,,,,,,
,,93.01797096,98.17463092,,8,9,,139.68,141.84,,0.5008030967,0.4364423297,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.02422744,98.17713173,,8,9,,140.08,141.12,,0.5133529053,0.4308656808,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.03309431,98.17834895,,8,9,,137.52,138.56,,0.4989627526,0.4480020356,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.03896863,98.18014692,,8,9,,135.76,137.28,,0.5207600506,0.435431942,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.04469116,98.18182582,,8,9,,133.2,133.48,,0.5135964499,0.4332160867,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.05435109,98.1831877,,8,9,,128.9566407,130.68,,0.5024024148,0.399981813,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.06007445,98.18539183,,8,9,,123.56,127.4,,0.4551748539,0.4412538426,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.06740471,98.18664707,,8,9,,119.4,125.36,,0.4349672635,0.3937058804,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.07235596,98.18821154,,8,9,,116,122.16,,0.4794614974,0.2984679988,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.07741224,98.18966502,,8,9,,114.1960587,119.4,,0.4378790746,0.3871379137,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.08591612,98.19077711,,8,9,,111.28,115.32,,0.397417541,0.3744653227,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.09082037,98.19263672,,8,9,,108.36,110.16,,0.383033828,0.3491713553,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.09702492,98.19364184,,8,9,,104.28,105.24,,0.4528241164,0.3603344045,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.1009003,98.19499183,,8,9,,99.5217925,101.84,,0.4136314875,0.3418014864,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.10478968,98.19612879,,8,9,,95.96,98.48,,0.3301100321,0.3282137768,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.11138965,98.19695758,,8,9,,90.24,93,,0.339219648,0.3031854212,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.11537785,98.19835534,,8,9,,85.28,87.36,,0.2974064087,0.2781984617,,,,0,8,9,98,7,,,,,,,,,,,,,
,,93.11994289,98.19916675,,7,9,,81.4,82.36,,0.3869051641,0.2671355301,,,,0,7,9,98,7,,,,,,,,,,,,,
,,93.12306327,98.20017445,,7,9,,78.48,78.04,,0.341289834,0.2322515922,,,,0,7,9,98,7,,,,,,,,,,,,,
,,93.12605886,98.20099405,,7,9,,75.76,73.48,,0.3027179815,0.2340331788,,,,0,7,9,98,7,,,,,,,,,,,,,
,,93.13200474,98.20160549,,7,9,,72.48,71.32,,0.2798989954,0.2213550755,,,,0,7,9,98,7,,,,,,,,,,,,,
,,93.13495724,98.20279507,,7,9,,69.28,67.76,,0.2430835496,0.2218841085,,,,0,7,9,98,7,,,,,,,,,,,,,
,,93.13858386,98.20345577,,7,9,,66.32,66.6,,0.3116755265,0.1988878668,,,,0,7,9,98,7,,,,,,,,,,,,,
,,93.14115608,98.20441366,,7,8,,64.2,64.12,,0.2655839985,0.2081294107,,,,0,7,8,98,7,,,,,,,,,,,,,
,,93.14352697,98.20495249,,7,8,,61.56,60.56,,0.259994871,0.2102724369,,,,0,7,8,98,7,,,,,,,,,,,,,
,,93.1481629,98.2057484,,7,8,,57.2,57.76,,0.2493151897,0.2078937591,,,,0,7,8,98,7,,,,,,,,,,,,,
,,93.15035049,98.20646333,,7,8,,55.04,55.6,,0.229684414,0.182647677,,,,0,7,8,98,7,,,,,,,,,,,,,
,,93.15307561,98.20692366,,6,8,,51.84,53.32,,0.2851273311,0.19146591,,,,0,6,8,98,7,,,,,,,,,,,,,
,,93.15552017,98.20764233,,6,8,,50.16,49.16,,0.2763767941,0.1878955676,,,,0,6,8,98,7,,,,,,,,,,,,,
,,93.15777363,98.20809464,,6,8,,48.2,46.48,,0.2397542376,0.1721547452,,,,0,6,8,98,7,,,,,,,,,,,,,
,,93.16005726,98.20873864,,6,6,,45.72,44.52,,0.2637899309,0.1712669628,,,,0,6,6,98,7,,,,,,,,,,,,,
,,93.16174688,98.20916059,,6,6,,42.6,41.2,,0.221219905,0.1956007907,,,,0,6,6,98,7,,,,,,,,,,,,,
,,93.16411551,98.20948169,,6,6,,38.56,39.08,,0.2299321465,0.2031212302,,,,0,6,6,98,7,,,,,,,,,,,,,
,,93.16581367,98.21006563,,6,6,,36.12,37.04,,0.2002599541,0.1889579354,,,,0,6,6,98,7,,,,,,,,,,,,,
,,93.16740976,98.21030716,,6,6,,33.8,34.16,,0.1500891497,0.1314324282,,,,0,6,6,98,7,,,,,,,,,,,,,
,,93.1689394,98.21080945,,6,6,,31,31.48,,0.1841924319,0.1326170063,,,,0,6,6,98,7,,,,,,,,,,,,,
,,93.16973053,98.21103968,,6,6,,27.76,27.4,,0.1290295267,0.1603992421,,,,0,6,6,98,7,,,,,,,,,,,,,
,,93.17132051,98.21116281,,6,4,,25.4,25.08,,0.1286648997,0.2101161133,,,,0,6,4,98,7,,,,,,,,,,,,,
,,93.17242474,98.2115252,,6,4,,23.12,21.84,,0.1507324104,0.1928551928,,,,0,6,4,98,7,,,,,,,,,,,,,
,,93.1732632,98.21160114,,5,4,,20.84,19.72,,0.1273106268,0.1593365059,,,,0,5,4,98,7,,,,,,,,,,,,,
,,93.17397595,98.21187062,,5,4,,17.92,16.48,,0.1216463597,0.1291853428,,,,0,5,4,98,7,,,,,,,,,,,,,
,,93.17423534,98.21199207,,5,4,,14.32,13.92,,0.09871303689,0.116941925,,,,0,5,4,98,7,,,,,,,,,,,,,
,,93.17481205,98.21199072,,5,4,,10.92,11.4,,0.09273105021,0.1171343711,,,,0,5,4,98,7,,,,,,,,,,,,,
,,93.17520905,98.2121273,,5,4,,9,7.68,,0.07282157326,0.08575341114,,,,0,5,4,98,7,,,,,,,,,,,,,
,,93.17546835,98.21209798,,5,3,,6.68,5.04,,0.05370156979,0.08256642768,,,,0,5,3,98,7,,,,,,,,,,,,,
,,93.17543587,98.21206065,,5,3,,4,3.24,,0.03935673768,0.07967829558,,,,0,5,3,98,7,,,,,,,,,,,,,
,,93.17517075,98.21213708,,5,3,,2.72,2.16,,0.0294566693,0.04436337397,,,,0,5,3,98,7,,,,,,,,,,,,,
,,93.17559921,98.21216975,,5,3,,2.24,2.92,,0.01959187998,0.03189765632,,,,0,5,3,98,7,,,,,,,,,,,,,
,,93.17606621,98.21231846,,5,3,,3.52,3.64,,0.01835748564,0.035929912,,,,0,5,3,98,7,,,,,,,,,,,,,
,,93.17665068,98.21238492,,5,3,,5.32,5.6,,0.01571650754,0.02805580948,,,,0,5,3,98,7,,,,,,,,,,,,,
,,93.17736807,98.21247871,,4,3,,8.2,7.76,,0.03720404298,0.03142299985,,,,0,4,3,98,7,,,,,,,,,,,,,
,,93.17797852,98.21283827,,4,3,,12,12.16,,0.05004831579,0.06802022737,,,,0,4,3,98,7,,,,,,,,,,,,,
,,93.17896449,98.21304749,,4,2,,13.84,14.48,,0.06332608852,0.1421834854,,,,0,4,2,98,7,,,,,,,,,,,,,
,,93.18005125,98.21325177,,4,1,,16.12,16.72,,0.1013960881,0.2137707399,,,,0,4,1,98,7,,,,,,,,,,,,,
,,93.18121624,98.21345187,,4,1,,17.96,18.32,,0.09818552986,0.3966434177,,,,0,4,1,98,7,,,,,,,,,,,,,
,,93.18273715,98.21368754,,4,1,,21.36,20.2,,0.1348626162,0.497510898,,,,0,4,1,98,7,,,,,,,,,,,,,
,,93.18409674,98.21430275,,4,1,,23.96,23.96,,0.1337358286,0.497510898,,,,0,4,1,98,7,,,,,,,,,,,,,
,,93.18564857,98.21458624,,4,1,,25.72,25.44,,0.1025494698,0.3405130423,,,,0,4,1,98,7,,,,,,,,,,,,,
,,93.1872358,98.21490102,,4,1,,27.64,27.64,,0.192596456,0.6973062125,,,,0,4,1,98,7,,,,,,,,,,,,,
,,93.18902957,98.21521194,,4,1,,29.8,29.12,,0.1848046625,0.6973062125,,,,0,4,1,98,7,,,,,,,,,,,,,
,,93.19126054,98.21541178,,3,1,,33.08,30.08,,0.2737649821,0.5005263993,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.19409757,98.21251591,,3,1,,38.08,29.84,,0.2704844794,0.9338777134,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.19643814,98.20738585,,3,1,,41.8,28.68,,0.2897990366,0.9338777134,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.1988935,98.19954546,,3,1,,45.24,27.16,,0.2972913982,0.9549393951,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.20158724,98.18879283,,3,1,,49.48,25.76,,0.2849586267,0.740655869,,,,0,3,1,98,7,,,,,,,,,,,,,
,,93.20323048,98.16822192,,3,3,,51.52,23.68,,0.408393656,0.6471163353,,,,0,3,3,98,7,,,,,,,,,,,,,
,,93.20291345,98.16293941,,2,3,,53.48,31.51058889,,0.6356634442,0.5031267761,,,,0,2,3,98,7,,,,,,,,,,,,,
,,93.20377037,98.15747444,,2,3,,55.08,37.87447833,,0.702723304,0.5271944559,,,,0,2,3,98,7,,,,,,,,,,,,,
,,93.19834323,98.15347899,,2,3,,53.68,44.68500933,,0.6579413434,0.54416885,,,,0,2,3,98,7,,,,,,,,,,,,,
,,93.19354543,98.14945832,,2,5,,53.6,52.983188,,0.5498735725,0.5128945418,,,,0,2,5,98,7,,,,,,,,,,,,,
,,93.18430777,98.14162851,,2,5,,54.2,60.36346667,,0.8277075143,0.5121219203,,,,0,2,5,98,7,,,,,,,,,,,,,
,,93.15905746,98.13538296,,2,5,,51.84,64.98584333,,0.8967242676,0.5764432607,,,,0,2,5,98,7,,,,,,,,,,,,,
,,93.14877316,98.13486765,,2,5,,52.28,72.33346,,0.7397130979,0.5811650485,,,,0,2,5,98,7,,,,,,,,,,,,,
,,93.13735008,98.13115926,,2,5,,51.84,75.92787733,,0.8586117091,0.5246367012,,,,0,2,5,,,,,,,,,,,,,,,
,,93.12277043,98.12461834,,2,5,,52.32,83.12,,0.6460480804,0.57415974,,,,0,2,5,,,,,,,,,,,,,,,
,,93.10846448,98.12288693,,5,5,,52.02401667,88.92,,0.420119397,0.5778889687,,,,0,5,5,,,,,,,,,,,,,,,
,,93.08956418,98.12264113,,5,5,,53.66440333,91.68,,0.4129083633,0.5425462029,,,,0,5,5,,,,,,,,,,,,,,,
,,93.08199477,98.11718261,,5,5,,61.96798389,96.8,,0.5747712759,0.5969644966,,,,0,5,5,,,,,,,,,,,,,,,
,,93.07545243,98.1138266,,5,5,,67.54184467,100.56,,0.6128020817,0.4794735594,,,,0,5,5,,,,,,,,,,,,,,,
,,93.07301548,98.11365965,,5,5,,81.14371867,102.8,,0.5046742813,0.6860651264,,,,0,5,5,,,,,,,,,,,,,,,
,,93.07315817,98.10725093,,5,5,,91.88,102.96,,0.5380095875,0.5995040208,,,,0,5,5,,,,,,,,,,,,,,,
,,93.06966437,98.10218252,,5,5,,97.96,103.84,,0.5552395856,0.7065326219,,,,0,5,5,,,,,,,,,,,,,,,
,,93.07088673,98.10266667,,5,5,,100.76,106.6,,0.6497236734,0.739912092,,,,0,5,5,,,,,,,,,,,,,,,
,,93.06430683,98.09460154,,5,7,,101.56,101.88,,0.6773775884,0.7108652593,,,,0,5,7,,,,,,,,,,,,,,,
,,93.05691411,98.08663942,,5,7,,99.6,102.6455333,,0.5451938855,0.5916745991,,,,0,5,7,,,,,,,,,,,,,,,
,,93.05194388,98.07752186,,5,7,,99.64,105.81774,,0.7197259304,0.5803171217,,,,0,5,7,,,,,,,,,,,,,,,
,,93.04716246,98.08095608,,5,7,,97.44,105.209536,,0.6550849904,0.5843729697,,,,0,5,7,,,,,,,,,,,,,,,
,,93.03546518,98.07887441,,8,7,,95.90227667,113.6386907,,0.4901302507,0.6200314689,,,,0,8,7,,,,,,,,,,,,,,,
,,93.03180372,98.07826546,,8,10,,99.70225778,120.2340767,,0.5202773445,0.4711818129,,,,0,8,10,,,,,,,,,,,,,,,
,,93.03693552,98.07222842,,8,10,,107.2002387,123.1058,,0.5154770908,0.5073754195,,,,0,8,10,,,,,,,,,,,,,,,
,,93.03639356,98.07519385,,8,10,,111.7421107,123.943942,,0.5817567898,0.5030042122,,,,0,8,10,,,,,,,,,,,,,,,
,,93.04039185,98.078604,,8,10,,120.645364,123.5870411,,0.4475948432,0.5040443434,,,,0,8,10,,,,,,,,,,,,,,,
,,93.04823765,98.08115323,,8,10,,127,132.6580733,,0.5132301694,0.4447671449,,,,0,8,10,,,,,,,,,,,,,,,
,,93.05700786,98.08206234,,8,10,,130.32,138.8,,0.618248905,0.4298934139,,,,0,8,10,,,,,,,,,,,,,,,
,,93.0608684,98.08325241,,8,10,,134.04,140.24,,0.623586016,0.4760549509,,,,0,8,10,,,,,,,,,,,,,,,
,,93.0651095,,,8,,,135.04,,,0.5651965757,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.0695456,,,8,,,136.5539883,,,0.552966176,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.0773109,,,8,,,136.64,,,0.5324733278,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.08545925,,,11,,,137.1088633,,,0.5279615105,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.09369645,,,11,,,139.9337378,,,0.4673548333,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.10091925,,,11,,,138.9909603,,,0.4606029842,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.10759437,,,11,,,141.2833013,,,0.4280656211,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.11524542,,,11,,,144.2,,,0.4964926044,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.12413155,,,11,,,146.04,,,0.4657833986,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.13177014,,,11,,,145.36,,,0.4310653399,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.13918722,,,11,,,144.92,,,0.4394650927,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.14609758,,,11,,,146.84,,,0.413126321,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.15406846,,,11,,,145.68,,,0.4195450824,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.16253231,,,11,,,145.36,,,0.440833306,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.17036659,,,11,,,147.28,,,0.3858451162,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.17815723,,,11,,,148.2,,,0.4290956335,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.18578165,,,11,,,147.8,,,0.3969411642,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.19265841,,,11,,,147.4,,,0.3799872456,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.20142942,,,11,,,149,,,0.4311246824,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.20867193,,,11,,,146.16,,,0.3737100301,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.21596484,,,11,,,148.52,,,0.4154943043,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.22397483,,,11,,,148.2368246,,,0.4157690289,,,,,0,11,0,,,,,,,,,,,,,,,
,,93.23053245,,,10,,,148.44,,,0.4104587901,,,,,0,10,0,,,,,,,,,,,,,,,
,,93.23850687,,,10,,,148.32,,,0.4900926655,,,,,0,10,0,,,,,,,,,,,,,,,
,,93.2458992,,,10,,,147.6,,,0.4567113022,,,,,0,10,0,,,,,,,,,,,,,,,
,,93.25356476,,,10,,,148.0429766,,,0.4646007937,,,,,0,10,0,,,,,,,,,,,,,,,
,,93.26122014,,,10,,,148.64,,,0.4125515356,,,,,0,10,0,,,,,,,,,,,,,,,
,,93.26850374,,,10,,,149.68,,,0.4360766288,,,,,0,10,0,,,,,,,,,,,,,,,
,,93.27601202,,,10,,,147.64,,,0.4711573536,,,,,0,10,0,,,,,,,,,,,,,,,
,,93.28312567,,,10,,,146.8,,,0.4101283133,,,,,0,10,0,,,,,,,,,,,,,,,
,,93.29052949,,,10,,,146.08,,,0.4274849533,,,,,0,10,0,,,,,,,,,,,,,,,
,,93.29814807,,,10,,,144.92,,,0.3999934862,,,,,0,10,0,,,,,,,,,,,,,,,
,,93.30447685,,,9,,,145.08,,,0.4493065511,,,,,0,9,0,,,,,,,,,,,,,,,
,,93.31228557,,,9,,,144.56,,,0.496544987,,,,,0,9,0,,,,,,,,,,,,,,,
,,93.31912285,,,9,,,143.4,,,0.4767136763,,,,,0,9,0,,,,,,,,,,,,,,,
,,93.32628034,,,9,,,143.24,,,0.4953055304,,,,,0,9,0,,,,,,,,,,,,,,,
,,93.33366712,,,9,,,143,,,0.4468383348,,,,,0,9,0,,,,,,,,,,,,,,,
,,93.33930413,,,9,,,141.08,,,0.4477010898,,,,,0,9,0,,,,,,,,,,,,,,,
,,93.34616136,,,9,,,139.16,,,0.4942201664,,,,,0,9,0,,,,,,,,,,,,,,,
,,93.35221325,,,9,,,139.56,,,0.4892900171,,,,,0,9,0,,,,,,,,,,,,,,,
,,93.35927681,,,9,,,138.72,,,0.4263607452,,,,,0,9,0,,,,,,,,,,,,,,,
,,93.36665265,,,9,,,141.1957674,,,0.4002550836,,,,,0,9,0,,,,,,,,,,,,,,,
,,93.37247117,,,9,,,138.12,,,0.4570363352,,,,,0,9,0,,,,,,,,,,,,,,,
,,93.3800156,,,9,,,140.76,,,0.4948012533,,,,,0,9,0,,,,,,,,,,,,,,,
,,93.38662753,,,8,,,140.8,,,0.4995323493,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.39351238,,,8,,,138.8440618,,,0.4959639866,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.40028376,,,8,,,138.52,,,0.4912549009,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.40619228,,,8,,,136.4,,,0.4767593603,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.41235241,,,8,,,130.96,,,0.5205368084,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.4180475,,,8,,,128.88,,,0.4769119653,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.42391151,,,8,,,123.36,,,0.5199322532,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.42935551,,,8,,,119.48,,,0.5057071834,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.43443362,,,8,,,116.44,,,0.4469384592,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.43985103,,,8,,,113.56,,,0.4888882841,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.44457678,,,8,,,110.36,,,0.4563662676,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.44960237,,,8,,,106.04,,,0.3950817271,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.45446125,,,8,,,102.2,,,0.4000869852,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.45836627,,,8,,,98.32,,,0.3743530285,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.46212042,,,8,,,89.48,,,0.346506181,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.46572666,,,8,,,85.6,,,0.3194480608,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.46981937,,,8,,,81.2,,,0.3103696601,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.47356257,,,8,,,78.56,,,0.3003290996,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.47679876,,,8,,,77.88,,,0.2650168427,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.47993321,,,8,,,73.36,,,0.2848445924,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.48324172,,,8,,,71.52,,,0.2419509369,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.48633121,,,8,,,68.48,,,0.2692387679,,,,,0,8,0,,,,,,,,,,,,,,,
,,93.48948261,,,7,,,66.64,,,0.2841523373,,,,,0,7,0,,,,,,,,,,,,,,,
,,93.49223158,,,7,,,63.48,,,0.2545094901,,,,,0,7,0,,,,,,,,,,,,,,,
,,93.4944598,,,7,,,59.29,,,0.2685005864,,,,,0,7,0,,,,,,,,,,,,,,,
,,93.49709251,,,7,,,56.8,,,0.2429976449,,,,,0,7,0,,,,,,,,,,,,,,,
,,93.49962547,,,7,,,54.4,,,0.2464825287,,,,,0,7,0,,,,,,,,,,,,,,,
,,93.50184321,,,7,,,51.08,,,0.2291967345,,,,,0,7,0,,,,,,,,,,,,,,,
,,93.50388595,,,7,,,48.28,,,0.2154788892,,,,,0,7,0,,,,,,,,,,,,,,,
,,93.50553325,,,7,,,45.2,,,0.2009107849,,,,,0,7,0,,,,,,,,,,,,,,,
,,93.50746257,,,7,,,42.36,,,0.1607177674,,,,,0,7,0,,,,,,,,,,,,,,,
,,93.50926547,,,7,,,39.44,,,0.1468339486,,,,,0,7,0,,,,,,,,,,,,,,,
,,93.51096171,,,6,,,37.48,,,0.1918388024,,,,,0,6,0,,,,,,,,,,,,,,,
,,93.51237811,,,6,,,34.92,,,0.1659429041,,,,,0,6,0,,,,,,,,,,,,,,,
,,93.5133528,,,6,,,32.04,,,0.1640144936,,,,,0,6,0,,,,,,,,,,,,,,,
,,93.51473254,,,6,,,29.56,,,0.1385960601,,,,,0,6,0,,,,,,,,,,,,,,,
,,93.51577684,,,6,,,26.4,,,0.1319677149,,,,,0,6,0,,,,,,,,,,,,,,,
,,93.51662503,,,6,,,23.48,,,0.1256414634,,,,,0,6,0,,,,,,,,,,,,,,,
,,93.51762649,,,6,,,21.36,,,0.1123340712,,,,,0,6,0,,,,,,,,,,,,,,,
,,93.51794545,,,6,,,18,,,0.09365417915,,,,,0,6,0,,,,,,,,,,,,,,,
,,93.51856726,,,6,,,15.76,,,0.08980548765,,,,,0,6,0,,,,,,,,,,,,,,,
,,93.51919741,,,6,,,12.92,,,0.0810786172,,,,,0,6,0,,,,,,,,,,,,,,,
,,93.51935778,,,6,,,10.4,,,0.07114365595,,,,,0,6,0,,,,,,,,,,,,,,,
,,93.51958292,,,5,,,6.96,,,0.07754140598,,,,,0,5,0,,,,,,,,,,,,,,,
,,93.51948199,,,5,,,4.6,,,0.05349011413,,,,,0,5,0,,,,,,,,,,,,,,,
,,93.5194257,,,5,,,2.52,,,0.02897595878,,,,,0,5,0,,,,,,,,,,,,,,,
,,93.51983963,,,5,,,2.08,,,0.02176822002,,,,,0,5,0,,,,,,,,,,,,,,,
,,93.52000291,,,5,,,3.08,,,0.01647170017,,,,,0,5,0,,,,,,,,,,,,,,,
,,93.52049624,,,5,,,4.88,,,0.01377058403,,,,,0,5,0,,,,,,,,,,,,,,,
,,93.52089574,,,5,,,7.08,,,0.02195030926,,,,,0,5,0,,,,,,,,,,,,,,,
,,93.52151962,,,5,,,10.36,,,0.02806223424,,,,,0,5,0,,,,,,,,,,,,,,,
,,93.52242535,,,5,,,12.36,,,0.04752297529,,,,,0,5,0,,,,,,,,,,,,,,,
,,93.52298499,,,5,,,14.12,,,0.07746982365,,,,,0,5,0,,,,,,,,,,,,,,,
,,93.52432156,,,4,,,17.2,,,0.08792747885,,,,,0,4,0,,,,,,,,,,,,,,,
,,93.52526442,,,4,,,19.84,,,0.09903878805,,,,,0,4,0,,,,,,,,,,,,,,,
,,93.52646131,,,4,,,22.4,,,0.136140493,,,,,0,4,0,,,,,,,,,,,,,,,
,,93.52767626,,,4,,,24.16,,,0.1428289317,,,,,0,4,0,,,,,,,,,,,,,,,
,,93.52907812,,,4,,,26.08,,,0.1737035538,,,,,0,4,0,,,,,,,,,,,,,,,
