,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,145.72,146.64,146.04,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,5310,5349,5331,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,3815,-15533,0.75,73,76
660,95.73300985,97.67508282,98.76163127,4,5,5,87,103.56,105.16,6.26E-01,5.69E-01,5.70E-01,4,5,5,0,0,0,98,7,,,,,0.65,,95.09206673,21,26.8,95.09206673,2,-19,0.78,99.02290099,
666,95.70009684,97.72014736,98.76837047,4,5,5,89.4,106.04,104.84,6.26E-01,5.11E-01,4.24E-01,4,5,5,0,0,0,98,7,,,,,0.65,,95.1239985,21,35.76,95.1239985,2,-19,0.78,,
672,95.74287874,97.71291527,98.78808015,4,5,5,93.68,104.28,105.56,5.79E-01,6.09E-01,6.12E-01,5,5,5,-1,0,0,98,7,,,,,0.65,,95.16110351,21,38.28,95.16110351,2,-19,0.78,,
678,95.75250334,97.71324013,98.81078718,4,5,5,95.72,105.2,104.84,5.71E-01,5.78E-01,5.47E-01,5,5,5,-1,0,0,98,7,,,,,0.65,,95.19023485,21,38.16,95.19023485,2,-19,0.78,,
684,95.63191092,97.74484949,98.82248762,4,5,5,98.04,106,108,6.23E-01,5.58E-01,5.74E-01,5,5,5,-1,0,0,98,7,,,,,0.65,,95.20238087,21,34.04,95.20238087,2,-19,0.78,,
690,95.49953452,97.7427211,98.85103482,4,5,5,96.76,104.64,109.88,7.01E-01,6.10E-01,5.99E-01,5,5,5,-1,0,0,98,7,,,,,0.65,,95.21532902,21,25.96,95.21532902,2,-19,0.78,,
696,95.56206427,97.72420974,98.80970042,4,5,5,96.52,107.24,108.68,6.07E-01,5.43E-01,5.80E-01,5,5,5,-1,0,0,98,7,,,,,0.65,,95.23039323,21,22.92,95.23039323,2,-19,0.78,,
702,95.49315102,97.70298095,98.82847213,4,5,5,96.84,107.28,111,6.84E-01,6.19E-01,6.18E-01,5,5,5,-1,0,0,98,7,,,,,0.65,,95.29576854,21,31.96,95.29576854,2,-19,0.78,,
708,95.53658992,97.72756193,98.8498554,4,5,5,98.12,107.56,111.32,6.54E-01,5.81E-01,5.71E-01,5,5,5,-1,0,0,98,7,,,,,0.65,,95.40199499,21,60.52,95.40199499,3,-18,0.78,,
714,95.3861511,97.74393651,98.86463787,4,5,5,97.84,109.28,111.36,6.81E-01,5.69E-01,5.97E-01,5,5,5,-1,0,0,98,7,,,,,0.65,,95.52538142,21,96.56,95.52538142,5,-16,0.78,,
720,95.24626967,97.76218519,98.89025617,5,5,5,99.79510667,110.36,114.28,6.56E-01,5.57E-01,5.61E-01,5,5,5,0,0,0,98,7,,,,,0.65,,95.63174593,21,125.48,95.63174593,6,-15,0.78,,
726,95.0762817,97.80787792,98.90427092,5,5,5,96.42793067,113.48,113.64,5.78E-01,4.63E-01,5.32E-01,5,5,5,0,0,0,98,7,,,,,0.65,,95.73315657,21,145.4,95.73315657,7,-14,0.78,,
732,95.0121545,97.84998532,98.92106964,5,5,5,94.08224,113.6,115.44,5.32E-01,6.47E-01,6.20E-01,5,5,5,0,0,0,98,7,,,,,0.65,,95.83605876,21,149.8,95.83605876,7,-14,0.78,,
738,94.9801438,97.82010576,98.94034965,5,5,5,95.75953333,114.24,117.08,5.96E-01,5.89E-01,6.27E-01,5,5,6,0,0,-1,98,7,,,,,0.65,,95.9312998,21,150.44,95.9312998,7,-14,0.78,,
744,94.94423497,97.82963252,98.95301183,5,5,5,95.942996,114.56,117.04,5.93E-01,6.67E-01,6.18E-01,5,5,6,0,0,-1,98,7,,,,,0.65,,96.01052529,21,143.68,96.01052529,7,-14,0.78,,
750,94.87302374,97.84652615,98.97518648,5,5,5,100.76,115.16,117.72,5.70E-01,5.83E-01,5.19E-01,5,6,6,0,-1,-1,98,7,,,,,0.65,,96.02806978,21,114.92,96.02806978,6,-15,0.78,,
756,94.90964818,97.88852538,98.98518422,5,5,5,106.6,116.4,117.2,6.10E-01,5.06E-01,4.47E-01,5,6,6,0,-1,-1,98,7,,,,,0.65,,96.02701337,21,78.8,96.02701337,4,-17,0.78,,
762,94.96835301,97.9094072,98.96485781,5,5,5,107.64,117.2,115.76,5.43E-01,6.73E-01,6.34E-01,5,6,5,0,-1,0,98,7,,,,,0.65,,96.02968516,21,43,96.02968516,2,-19,0.78,,
768,94.96229865,97.93182522,98.93112914,5,5,5,110.16,118.28,115.08,5.00E-01,5.73E-01,6.34E-01,5,6,5,0,-1,0,98,7,,,,,0.65,,96.02435921,21,7.12,96.02435921,1,-20,0.78,,
774,95.0226332,97.88556688,98.89529176,5,5,5,113.76,116.52,115.4,5.32E-01,6.51E-01,6.30E-01,6,6,5,-1,-1,0,98,7,,,,,0.65,,96.02322419,21,0,96.02322419,0,-21,0.78,,
780,95.07929285,97.87831351,98.85273282,5,5,5,114.64,116.24,113.8,6.46E-01,6.40E-01,6.20E-01,6,6,5,-1,-1,0,98,7,,,,,0.65,,96.02938247,21,0,96.02938247,0,-21,0.78,,
786,95.16238995,97.85850604,98.86313956,5,5,5,116.28,115.72,115.36,6.39E-01,5.78E-01,5.73E-01,6,6,5,-1,-1,0,98,7,,,,,0.65,,96.0282962,21,1.44,96.0282962,1,-20,0.78,,
792,95.1339713,97.87814013,98.83218572,5,5,5,116.16,116.16,114.88,7.02E-01,6.84E-01,6.21E-01,6,6,5,-1,-1,0,98,7,,,,,0.65,,96.08615869,21,25.52,96.08615869,2,-19,0.78,,
798,95.07145259,97.78112187,98.83824144,5,5,5,115.04,115.04,116.52,6.87E-01,6.60E-01,6.43E-01,6,6,6,-1,-1,-1,98,7,,,,,0.65,,96.17023308,21,63.52,96.17023308,3,-18,0.78,,
804,95.04069532,97.8002979,98.84326896,5,5,5,113.12,116.68,118.2,6.62E-01,6.09E-01,6.32E-01,6,6,6,-1,-1,-1,98,7,,,,,0.65,,96.25034174,21,99.48,96.25034174,5,-16,0.78,,
810,94.98868522,97.82372374,98.84223191,5,5,5,111.6,117.88,118.16,5.82E-01,6.34E-01,6.39E-01,6,6,6,-1,-1,-1,98,7,,,,,0.65,,96.32800943,21,134.8,96.32800943,7,-14,0.78,,
816,94.98102038,97.70090876,98.80077864,5,5,5,112.08,114.08,120.12,5.27E-01,5.98E-01,7.21E-01,6,5,6,-1,0,-1,98,7,,,,,0.65,,96.39940358,21,151,96.39940358,7,-14,0.78,,
822,94.8729315,97.64171008,98.79437449,6,5,5,110.09248,116,121.12,5.94E-01,6.40E-01,6.40E-01,5,6,6,1,-1,-1,98,7,,,,,0.65,,96.4733098,21,150.56,96.4733098,7,-14,0.78,,
828,94.7664472,97.62167342,98.79445915,6,5,5,107.01952,115.6,119.2,6.02E-01,5.76E-01,5.96E-01,5,6,6,1,-1,-1,98,7,,,,,0.65,,96.53609919,21,147.88,96.53609919,7,-14,0.78,,
834,94.60773678,97.64605287,98.70972125,6,5,5,105.104264,115.44,117.64,5.35E-01,6.32E-01,6.55E-01,5,6,6,1,-1,-1,98,7,,,,,0.65,,96.579089,21,133.44,96.579089,7,-14,0.78,,
840,94.65978786,97.67257337,98.68390311,6,5,5,105.8616933,121.96,117.64,5.11E-01,6.82E-01,6.96E-01,5,6,6,1,-1,-1,98,7,,,,,0.65,,96.61336594,21,114.56,96.61336594,6,-15,0.78,,
846,94.75721238,97.68394632,98.62132099,6,6,7,114.12,122,119.3748167,4.95E-01,5.60E-01,5.18E-01,6,6,6,0,0,1,98,7,,,,,0.65,,96.64196004,21,95.56,96.64196004,5,-16,0.78,,
852,94.80874445,97.57741696,98.46892516,6,6,7,120.48,118.36848,114.3211667,5.38E-01,5.88E-01,5.54E-01,6,6,5,0,0,2,98,7,,,,,0.65,,96.67441147,21,78.68,96.67441147,4,-17,0.78,,
858,94.84918952,97.32234148,98.44868177,6,6,7,125.24,114.0196633,114.4949167,5.77E-01,6.01E-01,6.10E-01,6,5,5,0,1,2,98,7,,,,,0.65,,96.70113676,21,71.95,96.70113676,4,-17,0.78,,
864,94.90293897,97.18030703,98.49644517,6,6,7,128.32,108.2086507,116.2804213,5.63E-01,6.22E-01,5.31E-01,6,5,6,0,1,1,98,7,,,,,0.65,,96.72103374,21,67.24,96.72103374,4,-17,0.78,,
870,94.88076237,97.04760186,98.49719975,6,6,7,125.72,102.970836,122.558636,5.78E-01,6.02E-01,4.69E-01,6,5,6,0,1,1,98,7,,,,,0.65,,96.73861772,21,58.48,96.73861772,3,-18,0.78,,
876,94.89255378,96.95900472,98.50312412,6,6,7,126,105.28,128.08,5.91E-01,4.53E-01,5.19E-01,6,5,6,0,1,1,98,7,,,,,0.65,,96.74163642,21,43.72,96.74163642,2,-19,0.78,,
882,94.98608513,96.84348259,98.50930275,6,7,7,126.68,108.7247267,131.16,6.16E-01,5.41E-01,5.62E-01,6,5,6,0,2,1,98,7,,,,,0.65,,96.74508581,21,27.2,96.74508581,2,-19,0.78,,
888,94.92149347,96.79129617,98.51690423,6,7,7,123.84,109.6417222,131.16,5.57E-01,5.20E-01,5.26E-01,6,5,6,0,2,1,98,7,,,,,0.65,,96.73970392,21,12.2,96.73970392,1,-20,0.78,,
894,94.9725553,96.67136529,98.55588303,6,7,7,126.8,111.1876733,132.84,5.84E-01,5.02E-01,5.35E-01,6,5,6,0,2,1,98,7,,,,,0.65,,96.74171165,21,3.44,96.74171165,1,-20,0.78,,
900,95.03263921,96.68856607,98.57561866,6,7,7,128.36,116.1208,134.36,5.50E-01,5.05E-01,5.51E-01,6,6,6,0,1,1,98,7,,,,,0.65,,96.74591512,21,0.28,96.74591512,1,-20,0.78,,
906,94.98439932,96.7217791,98.58778714,6,7,7,121.36,119.816272,134.4,6.01E-01,4.88E-01,5.33E-01,6,6,6,0,1,1,98,7,,,,,0.65,,96.74283324,21,0,96.74283324,0,-21,0.78,,
912,94.81317301,96.80335175,98.60164166,6,7,7,118.28,127.48,135.64,5.97E-01,5.01E-01,4.88E-01,6,6,6,0,1,1,98,7,,,,,0.65,,96.74646515,21,0,96.74646515,0,-21,0.78,,
918,94.81985829,96.87023977,98.61459388,6,7,7,116.56,134.28,135.32,6.15E-01,5.15E-01,5.27E-01,6,6,6,0,1,1,98,7,,,,,0.65,,96.75391793,21,9.76,96.75391793,1,-20,0.78,,
924,94.80152441,96.8927965,98.63886898,6,7,7,115.96,135.32,136.08,5.91E-01,5.20E-01,5.44E-01,6,6,6,0,1,1,98,7,,,,,0.65,,96.80688867,21,42.16,96.80688867,2,-19,0.78,,
930,94.85989735,96.91531975,98.5609839,6,7,7,121.32,136.6,132,5.63E-01,5.82E-01,5.66E-01,6,7,6,0,0,1,98,7,,,,,0.65,,96.85920665,21,73.84,96.85920665,4,-17,0.78,,
936,94.93276203,96.94408872,98.49224273,6,7,7,129.8,136.24,130.48,6.09E-01,5.11E-01,4.88E-01,6,6,6,0,1,1,98,7,,,,,0.65,,96.88379538,21,91.36,96.88379538,5,-16,0.78,,
942,95.02045364,97.00070544,98.49016133,6,7,7,133.32,137.28,129.44,5.64E-01,5.79E-01,5.39E-01,6,7,6,0,0,1,98,7,,,,,0.65,,96.90249762,21,97.48,96.90249762,5,-16,0.78,,
948,94.9488357,97.04751581,98.50488745,6,7,7,132.4,137.68,130.4,6.05E-01,5.44E-01,5.21E-01,6,7,6,0,0,1,98,7,,,,,0.65,,96.90221472,21,65.16,96.90221472,3,-18,0.78,,
954,94.91036889,97.0693823,98.53311951,6,7,7,130.48,137.8,134.08,6.18E-01,5.23E-01,5.33E-01,6,7,6,0,0,1,98,7,,,,,0.65,,96.90368836,21,32.76,96.90368836,2,-19,0.78,,
960,94.86031127,97.0935139,98.54438439,6,7,7,127.96,138.72,135.8374803,5.90E-01,5.71E-01,5.55E-01,6,7,6,0,0,1,98,7,,,,,0.65,,96.90692362,21,13.88,96.90692362,1,-20,0.78,,
966,94.92987522,97.12256506,98.55671403,6,7,7,128.36,139.24,139.04,5.28E-01,5.08E-01,5.62E-01,6,7,7,0,0,0,98,7,,,,,0.65,,96.9051269,21,3.16,96.9051269,1,-20,0.78,,
972,94.96575068,97.13488057,98.5690248,6,7,7,130.28,138.44,138.96,5.89E-01,5.31E-01,5.47E-01,6,7,7,0,0,0,98,7,,,,,0.65,,96.90785691,21,0,96.90785691,0,-21,0.78,,
978,95.01119172,97.16740022,98.58054408,6,7,7,133.72,138.12,140.04,6.28E-01,5.32E-01,5.05E-01,6,7,7,0,0,0,98,7,,,,,0.65,,96.90382754,21,0,96.90382754,0,-21,0.78,,
984,94.99610966,97.18894797,98.60464378,6,7,7,134.04,138.28,140.1624963,6.25E-01,5.38E-01,4.80E-01,7,7,7,-1,0,0,98,7,,,,,0.65,,96.90220557,21,0,96.90220557,0,-21,0.78,,
990,94.84640158,97.21066755,98.62123677,6,7,7,130,138.08,140.12,6.44E-01,4.92E-01,5.68E-01,6,7,7,0,0,0,98,7,,,,,0.65,,96.90475449,21,0,96.90475449,0,-21,0.78,,
996,94.92505759,97.23778481,98.63266849,6,7,7,129.32,139.16,140.16,5.62E-01,5.55E-01,5.35E-01,6,7,7,0,0,0,98,7,,,,,0.65,,96.90338854,21,0,96.90338854,0,-21,0.78,,
1002,94.97047538,97.28004539,98.64674791,6,7,7,130.68,141.2,140.84,5.44E-01,5.42E-01,5.40E-01,6,7,7,0,0,0,98,7,,,,,0.65,,96.90594903,21,0,96.90594903,0,-21,0.78,,
1008,95.01327809,97.30992343,98.65579854,6,7,7,133.76,141.68,141,6.02E-01,5.54E-01,5.04E-01,6,7,7,0,0,0,98,7,,,,,0.65,,96.90153957,21,0,96.90153957,0,-21,0.78,,
1014,95.04017205,97.33059596,98.65545174,6,7,7,136.08,142.04,141.08,6.64E-01,5.22E-01,5.27E-01,7,7,7,-1,0,0,98,7,,,,,0.65,,96.90346556,21,0,96.90346556,0,-21,0.78,,
1020,95.07584044,97.34324626,98.6669298,6,7,7,139.68,140.76,142.2,5.98E-01,5.64E-01,5.39E-01,7,7,7,-1,0,0,98,7,,,,,0.65,,96.90742162,21,1.56,96.90742162,1,-20,0.78,,
1026,95.08542228,97.27089461,98.67168084,6,7,7,137.24,138.32,141.76,5.21E-01,5.54E-01,5.17E-01,7,7,7,-1,0,0,98,7,,,,,0.65,,96.9125114,21,5.44,96.9125114,1,-20,0.78,,
1032,95.05989244,97.30742522,98.68187752,6,7,7,134.52,137.8,141.72,6.38E-01,5.43E-01,5.69E-01,7,7,7,-1,0,0,98,7,,,,,0.65,,96.91855887,21,7.64,96.91855887,1,-20,0.78,,
1038,95.07489248,97.3469028,98.69240134,6,7,7,135.68,139.56,143.08,6.98E-01,5.58E-01,5.39E-01,7,7,7,-1,0,0,98,7,,,,,0.65,,96.91888644,21,11.48,96.91888644,1,-20,0.78,,
1044,95.10651142,97.36556897,98.71220091,6,7,7,136.72,140.16,143.24,6.87E-01,5.53E-01,4.69E-01,7,7,7,-1,0,0,98,7,,,,,0.65,,96.93225609,21,20.56,96.93225609,1,-20,0.78,,
1050,95.14782257,97.38659103,98.72631433,6,7,7,137.6,144.08,143.32,5.47E-01,5.58E-01,5.65E-01,7,7,7,-1,0,0,98,7,,,,,0.65,,96.96338388,21,38.52,96.96338388,2,-19,0.78,,
1056,95.18310401,97.40894801,98.73704253,6,7,7,139.08,144.36,144.16,6.10E-01,4.73E-01,5.53E-01,7,7,7,-1,0,0,98,7,,,,,0.65,,97.00480618,21,62.6,97.00480618,3,-18,0.78,,
1062,95.16043441,97.44401343,98.74846411,7,7,7,137.3980267,144.64,143.72,5.60E-01,5.90E-01,5.33E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.05032892,21,96.24,97.05032892,5,-16,0.78,,
1068,95.06881498,97.47763154,98.75784455,7,7,7,128.7734267,143.8,143.92,6.10E-01,5.73E-01,5.21E-01,6,7,7,1,0,0,98,7,,,,,0.65,,97.09938721,21,124.44,97.09938721,6,-15,0.78,,
1074,95.05629291,97.49632474,98.77537886,7,7,7,127.2013333,144.64,144.76,5.63E-01,4.61E-01,5.23E-01,6,7,7,1,0,0,98,7,,,,,0.65,,97.14615939,21,140.88,97.14615939,7,-14,0.78,,
1080,95.05987582,97.51600024,98.76434768,7,7,7,127.0059933,145.44,142.24,5.04E-01,5.25E-01,5.87E-01,6,7,7,1,0,0,98,7,,,,,0.65,,97.19193615,21,148.84,97.19193615,7,-14,0.78,,
1086,95.1144667,97.53745564,98.77452926,7,7,7,129.8,144.4,142.24,5.03E-01,4.92E-01,5.34E-01,6,7,7,1,0,0,98,7,,,,,0.65,,97.23404417,21,147.84,97.23404417,7,-14,0.78,,
1092,95.1475781,97.56696811,98.76275988,7,7,7,137.28,144,142.2,5.78E-01,5.82E-01,5.25E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.26814364,21,140.72,97.26814364,7,-14,0.78,,
1098,95.18381317,97.59813203,98.77155256,7,7,7,139.52,144.24,142.92,5.80E-01,5.71E-01,5.29E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.29151266,21,124.48,97.29151266,6,-15,0.78,,
1104,95.20109697,97.61477149,98.79149489,7,7,7,140.92,144.6,144.72,5.81E-01,5.39E-01,5.32E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.29414911,21,92.04,97.29414911,5,-16,0.78,,
1110,95.27135139,97.63252725,98.79866604,7,7,7,141,145.36,142.04,5.38E-01,5.36E-01,5.38E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.29636429,21,57.08,97.29636429,3,-18,0.78,,
1116,95.33486584,97.65134664,98.7492693,7,7,7,142.2,144.08,140.4,5.43E-01,4.77E-01,4.91E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.30498358,21,36.64,97.30498358,2,-19,0.78,,
1122,95.36687562,97.64354018,98.6960632,7,7,7,142.64,142.88,135.8,5.74E-01,5.48E-01,5.97E-01,7,7,6,0,0,1,98,7,,,,,0.65,,97.32342992,21,30.76,97.32342992,2,-19,0.78,,
1128,95.39951932,97.67171107,98.68478342,7,7,7,143.56,143,136,5.67E-01,5.77E-01,5.71E-01,7,7,6,0,0,1,98,7,,,,,0.65,,97.35494513,21,56.92,97.35494513,3,-18,0.78,,
1134,95.42470225,97.68602658,98.70548503,7,7,7,143.04,141.96,135.48,4.92E-01,4.94E-01,4.80E-01,7,7,6,0,0,1,98,7,,,,,0.65,,97.38941851,21,87.32,97.38941851,4,-17,0.78,,
1140,95.43202088,97.69961523,98.71437756,7,7,7,141.24,141.92,138.84,5.59E-01,5.17E-01,5.81E-01,7,7,6,0,0,1,98,7,,,,,0.65,,97.42490571,21,114.52,97.42490571,6,-15,0.78,,
1146,95.47267177,97.71826186,98.72385445,7,7,7,139.6,143.88,143.72,5.31E-01,5.39E-01,5.87E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.46003667,21,131.44,97.46003667,6,-15,0.78,,
1152,95.45345871,97.63411383,98.73385882,7,7,7,136.88,138.64,144.24,5.65E-01,6.01E-01,4.75E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.49397713,21,139.08,97.49397713,7,-14,0.78,,
1158,95.48640706,97.57922967,98.74206049,7,7,7,138.6,134.8,143.88,5.85E-01,5.52E-01,5.24E-01,7,6,7,0,1,0,98,7,,,,,0.65,,97.52724957,21,141.04,97.52724957,7,-14,0.78,,
1164,95.52461463,97.59149054,98.75867911,7,7,7,139.2,134.24,143.56,5.14E-01,5.34E-01,5.85E-01,7,6,7,0,1,0,98,7,,,,,0.65,,97.55610518,21,141.28,97.55610518,7,-14,0.78,,
1170,95.57099551,97.61098307,98.76692186,7,7,7,140.44,134,143.92,5.84E-01,5.50E-01,5.42E-01,7,6,7,0,1,0,98,7,,,,,0.65,,97.58360078,21,135.92,97.58360078,7,-14,0.78,,
1176,95.62447588,97.62675054,98.77575258,7,8,7,143.28,138.24,143.2,4.87E-01,5.28E-01,4.74E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.60654594,21,127.72,97.60654594,6,-15,0.78,,
1182,95.65294124,97.60676286,98.78470803,7,8,7,143.04,141.9890222,143.56,5.78E-01,4.89E-01,5.40E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.61936242,21,104.8,97.61936242,5,-16,0.78,,
1188,95.68392211,97.61262857,98.79281113,7,8,7,143.8,140.6308217,144.32,5.00E-01,4.89E-01,5.51E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.61972104,21,73.2,97.61972104,4,-17,0.78,,
1194,95.70428075,97.62702126,98.80952908,7,8,7,143.52,141.165952,143.6,5.35E-01,4.47E-01,4.94E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.62460545,21,44.88,97.62460545,2,-19,0.78,,
1200,95.73664172,97.64155692,98.81710913,7,8,7,142.52,139.362788,144.36,5.13E-01,5.25E-01,5.81E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.62413795,21,20.36,97.62413795,1,-20,0.78,,
1206,95.78634091,97.65606772,98.82516525,7,8,7,143.4,142.28,143.48,5.58E-01,4.74E-01,5.48E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.62541475,21,4.76,97.62541475,1,-20,0.78,,
1212,95.81288656,97.68901885,98.83369498,7,8,7,143.28,144.72,144.08,5.87E-01,4.87E-01,5.15E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.623503,21,0,97.623503,0,-21,0.78,,
1218,95.84007447,97.70962769,98.84460414,7,8,7,143.36,144.24,144.0365446,5.50E-01,4.23E-01,5.33E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.62105929,21,0,97.62105929,0,-21,0.78,,
1224,95.87477299,97.72341517,98.85669301,7,8,7,144.4,144.08,145.36,5.07E-01,4.89E-01,5.06E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.62374582,21,0.56,97.62374582,1,-20,0.78,,
1230,95.90980517,97.73936797,98.86320893,7,8,7,144.32,144.64,143.64,5.53E-01,5.24E-01,5.64E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.62529505,21,3.4,97.62529505,1,-20,0.78,,
1236,95.95673134,97.74709145,98.87095734,7,8,7,144.2,144.84,143.6,5.67E-01,5.16E-01,5.28E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.63560958,21,14.28,97.63560958,1,-20,0.78,,
1242,95.98076242,97.77376288,98.87902389,7,8,7,143.8,144.04,144.0401227,4.95E-01,4.57E-01,5.46E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.65833873,21,45.36,97.65833873,3,-18,0.78,,
1248,96.00686206,97.794186,98.88893774,7,8,7,143.6,145.4,144.44,5.21E-01,4.52E-01,5.03E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.68717578,21,79.72,97.68717578,4,-17,0.78,,
1254,96.03896099,97.8066536,98.90004525,7,8,7,144.12,143.2,146.04,4.93E-01,4.91E-01,4.84E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.71920292,21,112.16,97.71920292,5,-16,0.78,,
1260,96.0704255,97.8214961,98.90640177,7,8,7,144.36,145.36,145.04,5.64E-01,4.73E-01,5.41E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.74560706,21,137.2,97.74560706,7,-14,0.78,,99.4381795
1266,96.11309396,97.83807821,98.91171527,7,8,7,143.8,146.64,145.4433413,5.21E-01,4.43E-01,5.00E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.77522725,21,147.84,97.77522725,7,-14,0.78,,
1272,96.13252148,97.85072193,98.91896654,7,8,7,144.68,140.52,144.48,5.42E-01,5.20E-01,5.52E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.80191973,21,150,97.80191973,7,-14,0.78,,
1278,96.15738446,97.87000231,98.92814671,7,8,7,143.44,143.96,143.68,5.33E-01,4.74E-01,5.39E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.82835781,21,149.84,97.82835781,7,-14,0.78,,
1284,96.18672352,97.88179636,98.93824602,7,8,7,143.48,143.8816545,143.8,5.17E-01,4.69E-01,4.85E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.85450331,21,150.48,97.85450331,7,-14,0.78,,
1290,96.21643814,97.89432419,98.94328868,7,8,7,143.8,143.36,143.8,5.45E-01,4.71E-01,5.48E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.8790753,21,150.92,97.8790753,7,-14,0.78,,
1296,96.25641598,97.91008849,98.95002818,7,8,7,144.56,143.96,143.52,5.58E-01,4.36E-01,5.14E-01,7,7,7,0,1,0,98,7,,,,,0.65,,97.90238669,21,145.16,97.90238669,7,-14,0.78,,
1302,96.2777264,97.92552732,98.95561924,7,7,7,144.52,145.04,142.6,5.05E-01,5.35E-01,5.79E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.90643939,21,113,97.90643939,6,-15,0.78,,
1308,96.29968699,97.94266145,98.93845065,7,7,7,145.32,143.96,141.52,5.09E-01,5.07E-01,5.67E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.90469341,21,74.68,97.90469341,4,-17,0.78,,
1314,96.3262381,97.95273195,98.94664588,7,7,7,144.64,144.6,143,5.29E-01,5.16E-01,5.04E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.9100348,21,45.4,97.9100348,3,-18,0.78,,
1320,96.35061915,97.96665897,98.95260584,7,7,7,143,144.96,142.44,5.15E-01,5.04E-01,4.94E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.91515087,21,20.76,97.91515087,1,-20,0.78,,
1326,96.38239595,97.97515476,98.95888059,7,7,7,143.88,144.52,143.96,5.61E-01,4.07E-01,4.45E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.92217515,21,19.92,97.92217515,1,-20,0.78,,
1332,96.40386255,97.9900741,98.95926877,7,7,7,143.48,145.04,145.96,5.35E-01,5.35E-01,5.74E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.92746759,21,30.12,97.92746759,2,-19,0.78,,
1338,96.42484366,98.00647028,98.96148279,7,7,7,142.9233413,144.24,144.48,5.73E-01,5.07E-01,5.41E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.93194403,21,37.72,97.93194403,2,-19,0.78,,
1344,96.45001563,98.0164473,98.97058038,7,7,7,143.48,143.92,143.36,5.48E-01,5.40E-01,5.36E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.93936617,21,38.12,97.93936617,2,-19,0.78,,
1350,96.47668124,98.02953238,98.97611396,7,7,7,144.2,143.88,143.8,5.32E-01,5.10E-01,5.46E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.9446127,21,38.08,97.9446127,2,-19,0.78,,
1356,96.50887095,98.0434795,98.980444,7,7,7,144.12,144.44,143.28,5.49E-01,5.18E-01,5.05E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.94788414,21,32.4,97.94788414,2,-19,0.78,,
1362,96.5282242,98.06149901,98.98604053,7,7,7,143.88,144.16,143.04,5.21E-01,4.87E-01,5.39E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.94734965,21,24.2,97.94734965,2,-19,0.78,,
1368,96.54867305,98.07260769,98.97651381,7,7,7,143.92,144.88,142.6,5.46E-01,5.14E-01,5.82E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.95164561,21,24.08,97.95164561,2,-19,0.78,,
1374,96.57112502,98.07938827,98.98448057,7,7,7,143.16,145.04,142.72,5.41E-01,5.15E-01,4.74E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.96898714,21,38.24,97.96898714,2,-19,0.78,,
1380,96.57616122,98.08602237,98.98962985,7,7,7,143.76,142.96,142.24,5.06E-01,5.16E-01,5.78E-01,7,7,7,0,0,0,98,7,,,,,0.65,,97.99004729,21,71.28,97.99004729,4,-17,0.78,,
