-6,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,,,,,,,
6930,71.07915538,98.82303178,98.15324831,4,7,8,90.56,77.96,108.96,0.5424239421,3.79E-01,0.3733521713,6,4,5,-2,3,3,98,7,,,,,0.65,,,,,,,,0.7
6936,71.10954733,98.82327842,98.15424722,4,7,8,87.2,50.28,93.56,0.6356892779,2.56E-01,0.3452009646,6,3,5,-2,4,3,98,7,,,,,0.65,,,,,,,,0.7
6942,71.12932192,98.82331758,98.15533047,4,7,8,76.8,34.16,73.8,0.5312854713,1.58E-01,0.2622526746,5,2,4,-1,5,4,98,7,,,,,0.65,,,,,,,,0.7
6948,71.14355343,98.82367799,98.15560549,4,7,8,58.88,22.28,53.36,0.5799328767,1.30E-01,0.1673143865,4,1,3,0,6,5,98,7,,,,,0.65,,,,,,,,0.7
6954,71.15011954,98.82398196,98.15547523,4,7,8,37.44,20.84,29.68,0.3938334807,8.41E-02,0.1303991957,3,1,2,1,6,6,98,7,,,,,0.65,,,,,,,,0.7
6960,71.1548163,98.82450252,98.15571105,4,7,8,24.4,27,20.2,0.3336659633,8.71E-02,0.09889136759,2,2,1,2,5,7,98,7,,,,,0.65,,,,,,,,0.7
6966,71.17393579,98.82556256,98.15631915,4,7,8,24.08,49.72,19.96,0.1768490089,1.61E-01,0.06082223119,2,3,1,2,4,7,98,7,,,,,0.65,,,,,,,,0.7
6972,71.20074555,98.82649163,98.15781243,4,6,8,32.72,67.08,30.6,0.1332249026,2.65E-01,0.09518089754,2,3,2,2,3,6,98,7,,,,,0.65,,,,,,,,0.7
6978,71.24577881,98.82792672,98.15911218,4,6,8,54.96,86.32,48.72,0.1733582359,3.26E-01,0.1085343501,4,4,3,0,2,5,98,7,,,,,0.65,,,,,,,,0.7
6984,71.29129619,98.8291766,98.16121855,4,6,8,76.4,105.92,75.68,0.3011017843,3.13E-01,0.1684430641,5,5,4,-1,1,4,98,7,,,,,0.65,,,,,,,,0.7
6990,71.32223177,98.82636178,98.16294317,4,6,8,91.8,118.96,91.64,0.3493895276,4.59E-01,0.2820113893,6,6,4,-2,0,4,98,7,,,,,0.65,,,,,,,,0.7
6996,71.35045128,98.82470553,98.16417258,4,6,7,102.8,129.88,107.64,0.5955082227,5.61E-01,0.3640898285,7,6,5,-3,0,2,98,7,,,,,0.65,,,,,,,,0.7
7002,71.36100583,98.81405654,98.16696164,4,6,7,105.24,130.64,122.72,0.5981263734,6.32E-01,0.4322864272,7,6,6,-3,0,1,98,7,,,,,0.65,,,,,,,,0.7
7008,71.37395331,98.80657217,98.16961252,4,6,7,102.92,132.44,135.76,0.5237334859,5.89E-01,0.4015466254,7,6,6,-3,0,1,98,7,,,,,0.65,,,,,,,,0.7
7014,71.35970286,98.80529692,98.17211458,4,6,7,100.36,132.3973171,139.6,0.7251476993,5.71E-01,0.539062771,6,6,7,-2,0,0,98,7,,,,,0.65,,,,,,,,0.7
7020,71.36961218,98.80653399,98.1623732,4,6,7,99.12,132.84,137.6,0.734990872,6.19E-01,0.4774704349,6,6,6,-2,0,1,98,7,,,,,0.65,,,,,,,,0.7
7026,71.37926426,98.80600418,98.15163006,4,6,7,94.72,132.36,136.32,0.6580997156,6.08E-01,0.4620451261,6,6,6,-2,0,1,98,7,,,,,0.65,,,,,,,,0.7
7032,71.38189364,98.80701684,98.14491168,4,6,7,94.32,128.04,130.56,0.7126225608,5.97E-01,0.5442932787,6,6,6,-2,0,1,98,7,,,,,0.65,,,,,,,,0.7
7038,71.39178233,98.80821234,98.14462342,4,6,7,94,113.7221171,123.92,0.618704118,4.47E-01,0.5475901317,6,5,6,-2,1,1,98,7,,,,,0.65,,,,,,,,0.7
7044,71.40419747,98.80905678,98.14653775,4,6,6,92,98.88,118.28,0.6365295099,4.89E-01,0.5596054144,6,5,6,-2,1,0,98,7,,,,,0.65,,,,,,,,0.7
7050,71.44418686,98.80958356,98.14778997,4,6,6,92.84,82.12,111.4,0.5281970496,3.53E-01,0.48160056,6,4,5,-2,2,1,98,7,,,,,0.65,,,,,,,,0.7
7056,71.47802974,98.80982267,98.14877707,4,7,6,89.8,57.76,100.84,0.7180038166,3.21E-01,0.396992917,6,3,5,-2,4,1,98,7,,,,,0.65,,,,,,,,0.7
7062,71.49953398,98.8098762,98.14999286,4,7,6,81.4,41.23852444,81.36,0.6485280217,2.31E-01,0.4039817135,5,2,4,-1,5,2,98,7,,,,,0.65,,,,,,,,0.7
7068,71.51881416,98.81006575,98.15045617,4,7,6,61.4,23.95497,55,0.4483375927,1.57E-01,0.2523814842,4,2,3,0,5,3,98,7,,,,,0.65,,,,,,,,0.7
7074,71.52219297,98.81047917,98.15051261,4,7,6,43.56,19.54471467,34.64,0.3632382813,1.57E-01,0.2105133034,3,1,2,1,6,4,98,7,,,,,0.65,,,,,,,,0.7
7080,71.52516632,98.81100859,98.15063277,4,7,6,26.92,25.15913333,23.56,0.3060570276,1.15E-01,0.122566802,2,2,2,2,5,4,98,7,,,,,0.65,,,,,,,,0.7
7086,71.53995773,98.81179489,98.15102058,4,7,6,23.28,41.32,19.68,0.2879327961,1.48E-01,0.07932998956,2,2,1,2,5,5,98,7,,,,,0.65,,,,,,,,0.7
7092,71.56380128,98.81271365,98.15226016,4,7,6,28.88,60.46956,26.64,0.1185101913,1.91E-01,0.1056518059,2,3,2,2,4,4,98,7,,,,,0.65,,,,,,,,0.7
7098,71.61251698,98.81410577,98.15370364,4,7,6,52.12,82.52,45.96,0.0904955518,2.50E-01,0.09234403332,4,4,2,0,3,4,98,7,,,,,0.65,,,,,,,,0.7
7104,71.63113084,98.81554508,98.15541901,4,7,6,68.6,100.24,67.08,0.2643548879,3.13E-01,0.1988889433,5,5,3,-1,2,3,98,7,,,,,0.65,,,,,,,,0.7
7110,71.6652886,98.81698407,98.15697779,4,7,5,85.2,116.24,83.16,0.2894622725,4.23E-01,0.2709030079,6,6,4,-2,1,1,98,7,,,,,0.65,,,,,,,,0.7
7116,71.68310065,98.81861642,98.15842271,4,7,5,96.88,129.92,97.8,0.4522258136,5.06E-01,0.3317777696,6,6,5,-2,1,0,98,7,,,,,0.65,,,,,,,,0.7
7122,71.68338849,98.81986893,98.13735999,4,7,5,99.84,136.6,108.48,0.6053052919,4.79E-01,0.523935543,6,6,5,-2,1,0,98,7,,,,,0.65,,,,,,,,0.7
7128,71.69806204,98.8213417,98.11965729,4,7,5,103.92,142.6,102.2,0.6902973493,4.95E-01,0.636873587,7,7,5,-3,0,0,98,7,,,,,0.65,,,,,,,,0.7
7134,71.70705941,98.82290155,98.10367775,4,7,5,106.16,143.36,98.28,0.760966175,5.55E-01,0.5076383546,7,7,5,-3,0,0,98,7,,,,,0.65,,,,,,,,0.7
7140,71.6781374,98.82434587,98.08538969,4,7,5,102.8,142.48,94.36,0.7265550189,5.93E-01,0.5747190234,7,7,5,-3,0,0,98,7,,,,,0.65,,,,,,,,0.7
7146,71.68677597,98.82581271,98.06877323,4,7,4,101.52,138.92,93.12,0.6393914401,5.83E-01,0.5715936913,7,6,5,-3,1,-1,98,7,,,,,0.65,,,,,,,,0.7
7152,71.69131697,98.82722673,98.03438328,4,7,4,98.52,131.32,95.76,0.6480540713,4.99E-01,0.6823700414,6,6,5,-2,1,-1,98,7,,,,,0.65,,,,,,,,0.7
7158,71.68797686,98.82815087,98.024535,4,7,4,94.4,120.12,97.68,0.6388311119,5.11E-01,0.59436899,6,6,5,-2,1,-1,98,7,,,,,0.65,,,,,,,,0.7
7164,71.72882163,98.82905256,98.01526438,4,7,4,96.76,105.48,94.76,0.746935796,4.47E-01,0.7171654276,6,5,5,-2,2,-1,98,7,,,,,0.65,,,,,,,,0.7
7170,71.76020118,98.82963823,98.01615671,4,7,4,96.16,90,92.88,0.5785370477,3.70E-01,0.7095481885,6,4,5,-2,3,-1,98,7,,,,,0.65,,,,,,,,0.7
7176,71.79428812,98.8299761,98.01739002,4,7,4,93.88,67.12,89.72,0.7193480381,2.99E-01,0.5305196382,6,3,4,-2,4,0,98,7,,,,,0.65,,,,,,,,0.7
7182,71.81795169,98.83021637,98.0189925,4,7,4,87.72,44.8,77.48,0.6732868185,2.38E-01,0.4616310424,6,2,4,-2,5,0,98,7,,,,,0.65,,,,,,,,0.7
7188,71.84054065,98.83019435,98.01937744,4,7,6,66.88,28.24,62.53115667,0.6112100122,1.39E-01,0.3737338746,4,2,3,0,5,3,98,7,,,,,0.65,,,,,,,,0.7
7194,71.84211796,98.83049026,98.01954739,4,7,6,45.6,20,41.49183778,0.5193813607,1.02E-01,0.3596331025,3,1,2,1,6,4,98,7,,,,,0.65,,,,,,,,0.7
7200,71.84587622,98.83094261,98.01957304,4,7,6,30.28,22.04,26.66540833,0.3790137516,7.97E-02,0.2895612423,2,1,2,2,6,4,98,7,,,,,0.65,,,,,,,,0.7
7206,71.85654162,98.83168271,98.01986923,4,7,6,22.52,36.28,19.00172133,0.2049537657,7.85E-02,0.09529307842,2,2,1,2,5,5,98,7,,,,,0.65,,,,,,,,0.7
7212,71.87750479,98.83268127,98.02131544,4,7,6,25.72,55.84,23.601568,0.1580943325,1.51E-01,0.1191967138,2,3,2,2,4,4,98,7,,,,,0.65,,,,,,,,0.7
7218,71.92059431,98.83395324,98.02228768,4,7,6,44.72,79.08,37.31262933,0.1115304512,2.59E-01,0.126964709,3,4,2,1,3,4,98,7,,,,,0.65,,,,,,,,0.7
7224,71.96152415,98.83503526,98.02398735,4,7,6,69.12,95.28,57.93710667,0.1953885496,3.03E-01,0.2166223163,5,5,3,-1,2,3,98,7,,,,,0.65,,,,,,,,0.7
7230,71.99757032,98.83394753,98.02565333,4,7,6,85.08,110.68,75.36,0.2185509889,3.69E-01,0.3323626563,6,5,4,-2,2,2,98,7,,,,,0.65,,,,,,,,0.7
7236,72.01515159,98.83446999,98.02707327,4,6,6,98.56,126.16,91.56,0.5045889836,4.28E-01,0.3661167934,6,6,4,-2,0,2,98,7,,,,,0.65,,,,,,,,0.7
7242,72.01995756,98.83553977,98.02451554,4,6,6,104.8,131.64,113.16,0.5934649462,5.59E-01,0.5047643401,7,6,5,-3,0,1,98,7,,,,,0.65,,,,,,,,0.7
7248,72.04642892,98.81891495,98.01685565,4,6,6,104.92,133.8,123.12,0.6819387025,6.19E-01,0.5210518665,7,6,6,-3,0,0,98,7,,,,,0.65,,,,,,,,0.7
7254,72.0502362,98.81361424,98.01920244,4,6,6,102.48,136.76,130.08,0.7509563075,5.92E-01,0.5725384652,7,6,6,-3,0,0,98,7,,,,,0.65,,,,,,,,0.7
7260,72.05247159,98.81157858,98.01666905,4,6,6,101.72,134.16,132,0.6226545545,6.28E-01,0.5561387057,7,6,6,-3,0,0,98,7,,,,,0.65,,,,,,,,0.7
7266,72.02813469,98.81217503,98.01060155,4,6,6,100.72,132,133.48,0.6868518549,6.28E-01,0.687906741,6,6,6,-2,0,0,98,7,,,,,0.65,,,,,,,,0.7
7272,72.03098069,98.81360785,98.01315122,4,6,6,99.12,129.96,136.56,0.7218515659,5.24E-01,0.6073377837,6,6,6,-2,0,0,98,7,,,,,0.65,,,,,,,,0.7
7278,72.04846913,98.8148472,98.01509608,4,6,6,99.44,119.76,135,0.6943731376,4.96E-01,0.6003341372,6,6,6,-2,0,0,98,7,,,,,0.65,,,,,,,,0.7
7284,72.06406527,98.8155671,98.01700338,4,6,6,97.76,110.68,131.28,0.7557757039,4.83E-01,0.6245559192,6,5,6,-2,1,0,98,7,,,,,0.65,,,,,,,,0.7
7290,72.09116653,98.81615211,98.01838434,4,6,6,96.48,91.5109,124.4,0.5432039718,4.23E-01,0.5830882855,6,4,6,-2,2,0,98,7,,,,,0.65,,,,,,,,0.7
7296,72.12922312,98.81658548,98.01972109,4,8,6,94.4,71.54988889,110.08,0.6712094975,3.41E-01,0.5550724673,6,4,5,-2,4,1,98,7,,,,,0.65,,,,,,,,0.7
7302,72.15485255,98.81691443,98.02208927,4,8,6,90.04,51.39111,89.8,0.7052523098,2.88E-01,0.4824748083,6,3,4,-2,5,2,98,7,,,,,0.65,,,,,,,,0.7
7308,72.17937247,98.81700711,98.02241552,4,8,6,72.76,29.27211867,70.2,0.7038523645,2.20E-01,0.3872910006,5,2,4,-1,6,2,98,7,,,,,0.65,,,,,,,,0.7
7314,72.18361285,98.81697007,98.02261843,4,8,6,53.36,16.84435333,50.72,0.4079445024,1.26E-01,0.3272875205,4,1,3,0,7,3,98,7,,,,,0.65,,,,,,,,0.7
7320,72.18650869,98.81681063,98.02249907,4,8,6,35.56,5.48,33.72,0.3688617873,7.30E-02,0.1969960451,3,1,2,1,7,4,98,7,,,,,0.65,,,,,,,,0.7
7326,72.19478206,98.81680394,98.02237842,4,8,6,23.84,0.56,18.08,0.3120609654,1.39E-02,0.1337942746,2,1,1,2,7,5,98,7,,,,,0.65,,,,,,,,0.7
7332,72.2115482,98.81693342,98.02311866,4,8,6,24.24,0,5.44,0.2268313531,9.19E-03,0.05677794585,2,0,1,2,8,5,98,7,,,,,0.65,,,,,,,,0.7
7338,72.24900418,98.81699736,98.0227961,4,8,6,38.68,0,0.48,0.1686106896,3.54E-03,0.01891616449,3,0,1,1,8,5,98,7,,,,,0.65,,,,,,,,0.7
7344,72.28429587,98.8169607,98.0226915,4,8,6,60.96,0,0,0.1873114949,3.26E-03,0.004959401908,4,0,0,0,8,6,98,7,,,,,0.65,,,,,,,,0.7
7350,72.32346538,98.816839,98.02256674,4,8,6,80.12,0,0,0.1787732767,3.13E-03,0.002011194886,5,0,0,-1,8,6,98,7,,,,,0.65,,,,,,,,0.7
7356,72.32783858,98.81680254,98.02246246,4,8,6,88.92,0,0,0.3508339639,2.60E-03,0.001644705215,6,0,0,-2,8,6,98,7,,,,,0.65,,,,,,,,0.7
7362,72.33529755,98.81693512,98.02311937,4,8,6,94.44,0,0,0.6097098014,2.01E-03,0.002893732914,6,0,0,-2,8,6,98,7,,,,,0.65,,,,,,,,0.7
7368,72.32555076,98.81699052,98.02281468,4,8,6,95.24,0,0,0.6097098014,2.04E-03,0.002427734463,6,0,0,-2,8,6,98,7,,,,,0.65,,,,,,,,0.7
7374,72.3367032,98.81695418,98.02272534,4,8,6,94.48,0,0,0.649329101,1.70E-03,0.002764068199,6,0,0,-2,8,6,98,7,,,,,0.65,,,,,,,,0.7
7380,72.34770319,98.81683564,98.02261415,4,8,6,96.92,0,0,0.6782083158,2.85E-03,0.002015183568,6,0,0,-2,8,6,98,7,,,,,0.65,,,,,,,,0.7
7386,72.35464035,98.81679985,98.02252197,4,8,6,99.64,0,0,0.5678672431,2.48E-03,0.001508486477,6,0,0,-2,8,6,98,7,,,,,0.65,,,,,,,,0.7
7392,72.36136013,98.81693368,98.02311934,4,8,6,102.12,0,0,0.758142263,2.94E-03,0.002100275799,7,0,0,-3,8,6,98,7,,,,,0.65,,,,,,,,0.7
7398,72.35392268,98.81698909,98.02282789,4,8,6,102.04,0,0,0.7264304435,2.67E-03,0.001829218275,7,0,0,-3,8,6,98,7,,,,,0.65,,,,,,,,0.7
7404,72.36587761,98.8169518,98.02274975,4,7,6,101.12,0,0,0.7791791424,1.81E-03,0.001657231477,6,0,0,-2,7,6,98,7,,,,,0.65,,,,,,,,0.7
7410,72.39755874,98.81683894,98.02264872,4,7,6,99.52,0,0,0.6592151903,2.02E-03,0.001407445128,6,0,0,-2,7,6,98,7,,,,,0.65,,,,,,,,0.7
7416,72.43162796,98.81680302,98.02285219,4,7,6,97.88,0,0,0.6171584012,1.76E-03,0.001328226291,6,0,0,-2,7,6,98,7,,,,,0.65,,,,,,,,0.7
7422,72.45976915,98.81693689,98.02311892,4,7,6,93.12,0,0,0.7052282017,1.82E-03,0.001728443174,6,0,0,-2,7,6,98,7,,,,,0.65,,,,,,,,0.7
7428,72.48676938,98.81698418,98.02283774,4,7,6,79.4,0,0,0.544022266,2.12E-03,0.001717693401,5,0,0,-1,7,6,98,7,,,,,0.65,,,,,,,,0.7
7434,72.49407948,98.8169484,98.02276825,4,7,6,60.84,0,0,0.5803216944,1.69E-03,0.001766826254,4,0,0,0,7,6,98,7,,,,,0.65,,,,,,,,0.7
7440,72.49461317,98.8168368,98.02267527,4,7,6,37.36,0,0,0.4516539301,1.89E-03,0.001418981368,3,0,0,1,7,6,98,7,,,,,0.65,,,,,,,,0.7
7446,72.50096356,98.81680137,98.02292976,4,7,6,25.8,0,0,0.3272252621,1.67E-03,0.001582725736,2,0,0,2,7,6,98,7,,,,,0.65,,,,,,,,0.7
7452,72.51431007,98.81693581,98.02311843,4,7,6,22.4,0,0,0.2119079416,1.81E-03,0.001768806385,2,0,0,2,7,6,98,7,,,,,0.65,,,,,,,,0.7
7458,72.54796488,98.81698387,98.02284541,4,7,6,33.2,0,0,0.105279988,1.61E-03,0.001639768967,2,0,0,2,7,6,98,7,,,,,0.65,,,,,,,,0.7
7464,72.57958938,98.81694887,98.02278279,4,7,6,53.6,0,0,0.2280376552,1.33E-03,0.00145901311,4,0,0,0,7,6,98,7,,,,,0.65,,,,,,,,0.7
7470,72.61579063,98.81683792,98.02269637,5,6,6,73.4,0,0,0.2716011851,1.34E-03,0.001425415825,5,0,0,0,6,6,98,7,,,,,0.65,,,,,,,,0.7
7476,72.62564553,98.81680311,98.02295104,5,6,6,86.63056222,0,0,0.3198848539,1.27E-03,0.001587444077,6,0,0,-1,6,6,98,7,,,,,0.65,,,,,,,,0.7
7482,72.63048177,98.81686478,98.02311765,5,6,6,91.44931667,0,0,0.4583296982,1.42E-03,0.001518080992,6,0,0,-1,6,6,98,7,,,,,0.65,,,,,,,,0.7
7488,72.65209112,98.81698037,98.02285146,5,6,6,92.20398933,0,0,0.4727782175,1.32E-03,0.001572878606,6,0,0,-1,6,6,98,7,,,,,0.65,,,,,,,,0.7
7494,72.6540529,98.81693214,98.02279434,5,6,6,87.68775467,0,0,0.6045356911,1.22E-03,0.001624007599,6,0,0,-1,6,6,98,7,,,,,0.65,,,,,,,,0.7
7500,72.66104079,98.8168362,98.02271325,5,6,6,86.36,0,0,0.5610046174,1.35E-03,0.001617022584,6,0,0,-1,6,6,98,7,,,,,0.65,,,,,,,,0.7
7506,72.65978098,98.81680212,98.02296785,5,6,6,87.24,0,0,0.4847539708,1.35E-03,0.001416273328,6,0,0,-1,6,6,98,7,,,,,0.65,,,,,,,,0.7
7512,72.66502836,98.81686403,98.0231165,5,6,6,89.16,0,0,0.5499730502,1.29E-03,0.00151036446,6,0,0,-1,6,6,98,7,,,,,0.65,,,,,,,,0.7
7518,72.68679436,98.81698052,98.02285616,5,6,6,94.36,0,0,0.5113564761,1.17E-03,0.00157466535,6,0,0,-1,6,6,98,7,,,,,0.65,,,,,,,,0.7
7524,72.68886312,98.81693327,98.02280368,5,6,6,97.12,0,0,0.5842078756,1.25E-03,0.001722296525,6,0,0,-1,6,6,98,7,,,,,0.65,,,,,,,,0.7
7530,72.68455156,98.8168448,98.02272705,5,5,6,94.04,0,0,0.4687016527,1.35E-03,0.00188772272,6,0,0,-1,5,6,98,7,,,,,0.65,,,,,,,,0.7
7536,72.70055229,98.81684019,98.02298168,5,5,6,84.84,0,0,0.4735737314,1.17E-03,0.00187461697,5,0,0,0,5,6,98,7,,,,,0.65,,,,,,,,0.7
7542,72.72482811,98.81693102,98.02311543,5,5,6,80.12,0,0,0.5233917598,2.55E-03,0.00374503063,5,0,0,0,5,6,98,7,,,,,0.65,,,,,,,,0.7
7548,72.75659399,98.81692634,98.02288565,5,5,6,72.28,0,0,0.5087597258,2.61E-03,0.003682326877,5,0,0,0,5,6,98,7,,,,,0.65,,,,,,,,0.7
7554,72.7638419,98.81690858,98.02281149,3,5,6,60.8,0,0,0.6214699699,3.40E-03,0.003866052571,4,0,0,-1,5,6,98,7,,,,,0.65,,,,,,,,0.7
7560,72.76924087,98.81684283,98.02273865,3,5,6,44.6,0,0,0.5128471122,2.44E-03,0.003829447822,3,0,0,0,5,6,98,7,,,,,0.65,,,,,,,,0.7
7566,72.77276047,98.81683819,98.0229931,3,5,6,30.52,0,0,0.4600094997,1.17E-03,0.002822510622,2,0,0,1,5,6,98,7,,,,,0.65,,,,,,,,0.7
7572,72.77995337,98.8169286,98.02311437,3,5,6,21.08,0,0,0.340207326,9.76E-04,0.001707757466,2,0,0,1,5,6,98,7,,,,,0.65,,,,,,,,0.7
7578,72.80429739,98.81692784,98.02288882,3,5,6,27.64,0,0,0.1602516824,1.15E-03,0.001565239314,2,0,0,1,5,6,98,7,,,,,0.65,,,,,,,,0.7
7584,72.7960125,98.81691028,98.02281817,2,5,6,34.16,0,0,0.288742553,9.18E-04,0.001717653888,2,0,0,0,5,6,98,7,,,,,0.65,,,,,,,,0.7
7590,72.79054397,98.81684804,98.0227486,2,4,6,46.96,0,0,0.2543847329,1.05E-03,0.001623719937,3,0,0,-1,4,6,98,7,,,,,0.65,,,,,,,,0.7
7596,72.77913678,98.81700923,98.02300285,2,4,6,50.72,0,0,0.5207491979,1.17E-03,0.001404932895,3,0,0,-1,4,6,98,7,,,,,0.65,,,,,,,,0.7
7602,72.76567838,98.8169283,98.02311332,2,4,6,50.8,0,0,0.6230710262,1.15E-03,0.001814068364,3,0,0,-1,4,6,98,7,,,,,0.65,,,,,,,,0.7
7608,72.73752504,98.81692104,98.02289151,2,4,6,51.56,0,0,0.7628106083,1.15E-03,0.001565436194,4,0,0,-2,4,6,98,7,,,,,0.65,,,,,,,,0.7
7614,72.72619429,98.8169138,98.02282385,2,4,6,51.32,0,0,0.7920627068,1.08E-03,0.001552391651,4,0,0,-2,4,6,98,7,,,,,0.65,,,,,,,,0.7
7620,72.71549953,98.81684595,98.02275713,2,4,6,49.56,0,0,0.6542686067,1.22E-03,0.001540742534,3,0,0,-1,4,6,98,7,,,,,0.65,,,,,,,,0.7
7626,72.702505,98.81700143,98.02301095,2,3,6,49.68,0,0,0.5436288639,1.25E-03,0.001263876073,3,0,0,-1,3,6,98,7,,,,,0.65,,,,,,,,0.7
7632,72.67750811,98.81692659,98.02311222,2,3,6,49.68,0,0,0.8061841329,1.10E-03,0.0014879527,3,0,0,-1,3,6,98,7,,,,,0.65,,,,,,,,0.7
7638,72.63441076,98.8169291,98.02289369,2,3,6,49.36,0,0,0.7909395758,1.33E-03,0.001340940547,3,0,0,-1,3,6,98,7,,,,,0.65,,,,,,,,0.7
7644,72.6212511,98.81692766,98.02282865,2,3,6,51,0,0,0.8271266021,1.32E-03,0.001336360657,3,0,0,-1,3,6,98,7,,,,,0.65,,,,,,,,0.7
7650,72.61379842,98.81683727,98.02276444,2,3,6,50.04,0,0,0.4058890933,1.40E-03,0.001493060506,3,0,0,-1,3,6,98,7,,,,,0.65,,,,,,,,0.7
7656,72.59929273,98.81700297,98.02301789,2,3,6,48.88,0,0,0.8380060493,1.40E-03,0.001579466314,3,0,0,-1,3,6,98,7,,,,,0.65,,,,,,,,0.7
7662,72.5864359,98.81692844,98.02311102,2,3,6,48.36,0,0,0.8189568932,1.25E-03,0.001664178831,3,0,0,-1,3,6,98,7,,,,,0.65,,,,,,,,0.7
7668,72.58480044,98.816927,98.02289557,2,3,6,46.6,0,0,0.7879012183,1.37E-03,0.001709900795,3,0,0,-1,3,6,98,7,,,,,0.65,,,,,,,,0.7
7674,72.59945158,98.81692557,98.02283285,2,3,6,46.24,0,0,0.7443464487,1.23E-03,0.001557995079,3,0,0,-1,3,6,98,7,,,,,0.65,,,,,,,,0.7
7680,72.60462454,98.81683551,98.0227708,2,3,6,36.52,0,0,0.598476142,1.21E-03,0.001704029213,3,0,0,-1,3,6,98,7,,,,,0.65,,,,,,,,0.7
7686,72.60632892,98.81700056,98.02302377,2,3,6,28.6,0,0,0.403998907,1.15E-03,0.001533700136,2,0,0,0,3,6,98,7,,,,,0.65,,,,,,,,0.7
7692,72.62250096,98.8168839,98.02310985,2,2,6,24,0,0,0.4396290124,1.11E-03,0.001748144326,2,0,0,0,2,6,98,7,,,,,0.65,,,,,,,,0.7
7698,72.6391837,98.81692001,98.02289715,2,2,6,25.76,0,0,0.3345086658,1.30E-03,0.001640686556,2,0,0,0,2,6,98,7,,,,,0.65,,,,,,,,0.7
7704,72.64492858,98.81695214,98.0228365,2,2,6,33.2,0,0,0.3076325575,1.22E-03,0.001692129926,2,0,0,0,2,6,98,7,,,,,0.65,,,,,,,,0.7
7710,72.64432898,98.81689598,98.02277651,3,2,6,46.76,0,0,0.3125230852,1.41E-03,0.001874231352,3,0,0,0,2,6,98,7,,,,,0.65,,,,,,,,0.7
7716,72.64095656,98.81692804,98.02302889,3,2,6,53.6624,0,0,0.4498424474,1.13E-03,0.001521290796,4,0,0,-1,2,6,98,7,,,,,0.65,,,,,,,,0.7
7722,72.62965893,98.81688759,98.02293287,3,2,6,54.33957667,0,0,0.4610458237,1.43E-03,0.002325188755,4,0,0,-1,2,6,98,7,,,,,0.65,,,,,,,,0.7
7728,72.62160595,98.81691969,98.02289842,3,2,6,56.04297733,0,0,0.4806176122,5.87E-03,0.003197227487,4,0,0,-1,2,6,98,7,,,,,0.65,,,,,,,,0.7
7734,72.61556131,98.81686406,98.02283963,3,2,6,56.45904,0,0,0.5518823388,6.82E-03,0.002129383394,4,0,0,-1,2,6,98,7,,,,,0.65,,,,,,,,0.7
7740,72.6066316,98.81689575,98.02278137,3,2,6,55.12,0,0,0.435788107,6.11E-03,0.002424531702,4,0,0,-1,2,6,98,7,,,,,0.65,,,,,,,,0.7
7746,72.59630505,98.81692767,98.0230333,3,2,6,56,0,0,0.6053899774,6.45E-03,0.001428217977,4,0,0,-1,2,6,98,7,,,,,0.65,,,,,,,,0.7
7752,72.59253407,98.81688737,98.02293235,3,2,6,55.08,0,0,0.5966142288,5.35E-03,0.001687553286,4,0,0,-1,2,6,98,7,,,,,0.65,,,,,,,,0.7
7758,72.58162585,98.81689526,98.02289954,3,1,6,55.4,0,0,0.5890292017,9.87E-04,0.001422982411,4,0,0,-1,1,6,98,7,,,,,0.65,,,,,,,,0.7
7764,72.56863184,98.81690949,98.02284243,3,1,6,57.68,0,0,0.6116075416,8.14E-04,0.001435842621,4,0,0,-1,1,6,98,7,,,,,0.65,,,,,,,,0.7
7770,72.54620018,98.81692338,98.02278586,3,1,6,60.88,0,0,0.6046413776,1.36E-03,0.00388880463,4,0,0,-1,1,6,98,7,,,,,,,,,,,,,0.7
7776,72.54524077,98.8169376,98.02303712,3,1,6,53.56,0,0,0.5566969755,1.37E-03,0.004170707976,4,0,0,-1,1,6,98,7,,,,,,,,,,,,,0.7
7782,72.51546231,98.81687984,98.02293176,3,1,6,52.96,0,0,0.5016127165,1.37E-03,0.004021524641,4,0,0,-1,1,6,98,7,,,,,,,,,,,,,0.7
7788,72.52481927,98.81689409,98.02290049,3,1,6,51.88,0,0,0.4197582874,1.51E-03,0.003758772752,4,0,0,-1,1,6,98,7,,,,,,,,,,,,,0.7
7794,72.5388169,98.81690825,98.0228449,3,1,6,49.76,0,0,0.5926773756,1.81E-03,0.002485331241,3,0,0,0,1,6,98,7,,,,,,,,,,,,,0.7
7800,72.54858869,98.81692208,98.02278981,2,1,6,41.2,0,0,0.7550773149,1.54E-03,0.00154663189,3,0,0,-1,1,6,98,7,,,,,,,,,,,,,0.7
7806,72.54988813,98.81693621,98.02304039,2,1,6,33.12,0,0,0.6943392804,1.64E-03,0.001413464425,2,0,0,0,1,6,98,7,,,,,,,,,,,,,0.7
7812,72.56206321,98.81687866,98.02293115,2,1,6,24.32,0,0,0.5140585698,1.23E-03,0.001795690303,2,0,0,0,1,6,98,7,,,,,,,,,,,,,0.7
