,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,27.77197648,247.25448,266.15,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,1723,12012,1,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,3815,-15533,,73,76
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894573,1,0,99.42894573,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893797,1,0,99.42893797,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890382,1,0,99.42890382,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887758,1,0,99.42887758,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4288741,1,0,99.4288741,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902266,1,0,99.42902266,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901901,1,0,99.42901901,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289898,1,0,99.4289898,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896694,1,0,99.42896694,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896702,1,0,99.42896702,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893637,1,0,99.42893637,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893515,1,0,99.42893515,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890102,1,0,99.42890102,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4288982,1,0,99.4288982,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887129,1,0,99.42887129,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4290145,1,0,99.4290145,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901617,1,0,99.42901617,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898698,1,0,99.42898698,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898752,1,0,99.42898752,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289642,1,0,99.4289642,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893378,1,0,99.42893378,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893254,1,0,99.42893254,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889842,1,0,99.42889842,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889557,1,0,99.42889557,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886868,1,0,99.42886868,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901185,1,0,99.42901185,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901349,1,0,99.42901349,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898431,1,0,99.42898431,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898481,1,0,99.42898481,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896149,1,0,99.42896149,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893108,1,0,99.42893108,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892123,1,0,99.42892123,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889569,1,0,99.42889569,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889282,1,0,99.42889282,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886595,1,0,99.42886595,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42903249,1,0,99.42903249,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900402,1,0,99.42900402,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898167,1,0,99.42898167,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898216,1,0,99.42898216,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895886,1,0,99.42895886,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895176,1,0,99.42895176,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891864,1,0,99.42891864,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889311,1,0,99.42889311,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889021,1,0,99.42889021,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42885546,1,0,99.42885546,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902987,1,0,99.42902987,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4290014,1,0,99.4290014,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900233,1,0,99.42900233,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897952,1,0,99.42897952,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894991,1,0,99.42894991,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894908,1,0,99.42894908,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891597,1,0,99.42891597,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891369,1,0,99.42891369,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888754,1,0,99.42888754,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42885279,1,0,99.42885279,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902717,1,0,99.42902717,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899872,1,0,99.42899872,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899962,1,0,99.42899962,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897684,1,0,99.42897684,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894725,1,0,99.42894725,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894643,1,0,99.42894643,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289133,1,0,99.4289133,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.428911,1,0,99.428911,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888486,1,0,99.42888486,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42885015,1,0,99.42885015,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902448,1,0,99.42902448,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899605,1,0,99.42899605,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899692,1,0,99.42899692,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897416,1,0,99.42897416,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896775,1,0,99.42896775,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893553,1,0,99.42893553,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891068,1,0,99.42891068,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890835,1,0,99.42890835,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888222,1,0,99.42888222,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887066,1,0,99.42887066,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901531,1,0,99.42901531,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899346,1,0,99.42899346,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899431,1,0,99.42899431,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896545,1,0,99.42896545,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896496,1,0,99.42896496,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892134,1,0,99.42892134,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891933,1,0,99.42891933,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888434,1,0,99.42888434,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888066,1,0,99.42888066,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902936,1,0,99.42902936,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900239,1,0,99.42900239,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900347,1,0,99.42900347,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897369,1,0,99.42897369,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897356,1,0,99.42897356,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894986,1,0,99.42894986,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891879,1,0,99.42891879,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891676,1,0,99.42891676,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888178,1,0,99.42888178,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887807,1,0,99.42887807,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902679,1,0,99.42902679,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899984,1,0,99.42899984,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900087,1,0,99.42900087,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289711,1,0,99.4289711,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897095,1,0,99.42897095,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894723,1,0,99.42894723,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891618,1,0,99.42891618,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890523,1,0,99.42890523,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887917,1,0,99.42887917,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887544,1,0,99.42887544,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902417,1,0,99.42902417,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902024,1,0,99.42902024,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899122,1,0,99.42899122,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896853,1,0,99.42896853,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896835,1,0,99.42896835,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894467,1,0,99.42894467,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893658,1,0,99.42893658,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890262,1,0,99.42890262,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887658,1,0,99.42887658,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887281,1,0,99.42887281,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901619,1,0,99.42901619,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901753,1,0,99.42901753,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898853,1,0,99.42898853,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898882,1,0,99.42898882,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896565,1,0,99.42896565,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893543,1,0,99.42893543,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289339,1,0,99.4289339,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889997,1,0,99.42889997,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889687,1,0,99.42889687,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887015,1,0,99.42887015,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901357,1,0,99.42901357,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901495,1,0,99.42901495,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898596,1,0,99.42898596,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898623,1,0,99.42898623,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289631,1,0,99.4289631,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893288,1,0,99.42893288,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893131,1,0,99.42893131,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889739,1,0,99.42889739,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889428,1,0,99.42889428,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886756,1,0,99.42886756,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901099,1,0,99.42901099,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900555,1,0,99.42900555,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898314,1,0,99.42898314,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898338,1,0,99.42898338,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896026,1,0,99.42896026,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895293,1,0,99.42895293,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891996,1,0,99.42891996,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4288946,1,0,99.4288946,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889136,1,0,99.42889136,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886467,1,0,99.42886467,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42903096,1,0,99.42903096,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900265,1,0,99.42900265,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898049,1,0,99.42898049,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898072,1,0,99.42898072,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895127,1,0,99.42895127,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895025,1,0,99.42895025,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891728,1,0,99.42891728,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891476,1,0,99.42891476,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888878,1,0,99.42888878,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42885421,1,0,99.42885421,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902838,1,0,99.42902838,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4290001,1,0,99.4290001,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900075,1,0,99.42900075,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897815,1,0,99.42897815,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894873,1,0,99.42894873,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894768,1,0,99.42894768,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891475,1,0,99.42891475,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289122,1,0,99.4289122,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888624,1,0,99.42888624,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4288517,1,0,99.4288517,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902584,1,0,99.42902584,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899757,1,0,99.42899757,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899818,1,0,99.42899818,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897559,1,0,99.42897559,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894619,1,0,99.42894619,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893686,1,0,99.42893686,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891214,1,0,99.42891214,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890958,1,0,99.42890958,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888363,1,0,99.42888363,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887182,1,0,99.42887182,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901665,1,0,99.42901665,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899497,1,0,99.42899497,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899557,1,0,99.42899557,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.428973,1,0,99.428973,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896631,1,0,99.42896631,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893431,1,0,99.42893431,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890962,1,0,99.42890962,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890703,1,0,99.42890703,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887351,1,0,99.42887351,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886928,1,0,99.42886928,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901415,1,0,99.42901415,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901515,1,0,99.42901515,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899306,1,0,99.42899306,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896439,1,0,99.42896439,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289638,1,0,99.4289638,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893181,1,0,99.42893181,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892979,1,0,99.42892979,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890452,1,0,99.42890452,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.428871,1,0,99.428871,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886676,1,0,99.42886676,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901161,1,0,99.42901161,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901258,1,0,99.42901258,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899051,1,0,99.42899051,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896185,1,0,99.42896185,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896124,1,0,99.42896124,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892926,1,0,99.42892926,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892721,1,0,99.42892721,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890196,1,0,99.42890196,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886847,1,0,99.42886847,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42885404,1,0,99.42885404,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900904,1,0,99.42900904,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900999,1,0,99.42900999,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898793,1,0,99.42898793,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898188,1,0,99.42898188,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895077,1,0,99.42895077,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892671,1,0,99.42892671,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892463,1,0,99.42892463,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4288994,1,0,99.4288994,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888848,1,0,99.42888848,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42885151,1,0,99.42885151,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900652,1,0,99.42900652,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900746,1,0,99.42900746,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289795,1,0,99.4289795,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897934,1,0,99.42897934,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894825,1,0,99.42894825,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894673,1,0,99.42894673,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892211,1,0,99.42892211,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888958,1,0,99.42888958,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888596,1,0,99.42888596,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42884901,1,0,99.42884901,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902655,1,0,99.42902655,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900495,1,0,99.42900495,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897701,1,0,99.42897701,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897681,1,0,99.42897681,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894572,1,0,99.42894572,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894418,1,0,99.42894418,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891957,1,0,99.42891957,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888705,1,0,99.42888705,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888341,1,0,99.42888341,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42884646,1,0,99.42884646,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902399,1,0,99.42902399,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4290024,1,0,99.4290024,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897448,1,0,99.42897448,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897426,1,0,99.42897426,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894319,1,0,99.42894319,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894165,1,0,99.42894165,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891705,1,0,99.42891705,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890699,1,0,99.42890699,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887118,1,0,99.42887118,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42884394,1,0,99.42884394,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902144,1,0,99.42902144,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899982,1,0,99.42899982,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899409,1,0,99.42899409,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896382,1,0,99.42896382,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894037,1,0,99.42894037,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289388,1,0,99.4289388,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890717,1,0,99.42890717,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890413,1,0,99.42890413,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886835,1,0,99.42886835,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42903971,1,0,99.42903971,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901861,1,0,99.42901861,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899137,1,0,99.42899137,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899163,1,0,99.42899163,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896142,1,0,99.42896142,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896042,1,0,99.42896042,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893647,1,0,99.42893647,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289049,1,0,99.4289049,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890188,1,0,99.42890188,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886615,1,0,99.42886615,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42903755,1,0,99.42903755,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901648,1,0,99.42901648,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898925,1,0,99.42898925,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898926,1,0,99.42898926,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895906,1,0,99.42895906,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895802,1,0,99.42895802,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893409,1,0,99.42893409,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890253,1,0,99.42890253,0,-1,,,
