,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,27.77197648,247.25448,266.15,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,1723,12012,1,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,3815,-15533,,73,76
10536,,74.32219889,98.38400212,,10,14,,181.95,166.5879681,,0.6797596453,0.4506443332,#DIV/0!,10,7,#DIV/0!,0,7,97,,,,,,,,99.63608948,10,123.64,99.63608948,6,-4,0.72,,
10542,,74.32374673,98.38473875,,10,14,,187.0606067,173.1378133,,0.6322200909,0.4194236688,#DIV/0!,10,7,#DIV/0!,0,7,97,,,,,,,,99.6365222,10,145.76,99.6365222,7,-3,0.72,,
10548,,74.33493145,98.38551119,,10,14,,173.4817689,174.9048992,,0.5928628774,0.4312857059,#DIV/0!,10,7,#DIV/0!,0,7,97,,,,,,,,99.63696104,10,150.64,99.63696104,7,-3,0.72,,
10554,,74.34603067,98.38633889,,10,14,,172.9420222,172.2662972,,0.6055572614,0.4172372325,#DIV/0!,10,7,#DIV/0!,0,7,97,,,,,,,,99.63742765,10,150.64,99.63742765,7,-3,0.72,,
10560,,74.35848692,98.38720435,,10,14,,175.0858648,181.5332283,,0.6158225884,0.4387984415,#DIV/0!,10,8,#DIV/0!,0,6,97,,,,,,,,99.63787947,10,144.6,99.63787947,7,-3,0.72,,
10566,,74.36658342,98.37803946,,10,14,,165.3979321,173.5809022,,0.5850279158,0.427445955,#DIV/0!,9,7,#DIV/0!,1,7,97,,,,,,,,99.63792546,10,117.4,99.63792546,6,-4,0.72,,
10572,,74.32065516,98.35419178,,10,14,,184.4819233,174.15,,0.5593559967,0.4498043323,#DIV/0!,10,7,#DIV/0!,0,7,97,,,,,,,,99.63792958,10,80.56,99.63792958,4,-6,0.72,,
10578,,74.33024424,98.35323497,,10,14,,175.1426133,172.575,,0.5896955212,0.4387060221,#DIV/0!,10,7,#DIV/0!,0,7,97,,,,,,,,99.63788937,10,49.4,99.63788937,3,-7,0.72,,
10584,,74.34156825,98.35409659,,10,14,,174.425,169.8214286,,0.6362526622,0.452046015,#DIV/0!,10,7,#DIV/0!,0,7,97,,,,,,,,99.63787316,10,11.44,99.63787316,1,-9,0.72,,
10590,,74.35261598,98.35645863,,10,14,,172.675,189.95,,0.6157168251,0.4202126181,#DIV/0!,10,8,#DIV/0!,0,6,97,,,,,,,,99.6380641,10,0,99.6380641,0,-10,0.72,,
10596,,74.36044924,98.35591532,,10,14,,166.9373238,172.775,,0.5823144663,0.446131366,#DIV/0!,9,7,#DIV/0!,1,7,97,,,,,,,,99.638044,10,0,99.638044,0,-10,0.72,,
10602,,74.32184426,98.31935351,,10,14,,186.3964286,165.075,,0.5904070078,0.4477900883,#DIV/0!,10,7,#DIV/0!,0,7,97,,,,,,,,99.63805748,9,1,99.63805748,1,-8,0.72,,
10608,,74.31298053,98.32026008,,10,14,,179.7,174.85,,0.6018461496,0.4480501313,#DIV/0!,10,7,#DIV/0!,0,7,97,,,,,,,,99.63824108,9,19.04,99.63824108,1,-8,0.72,,
10614,,74.32130424,98.32108638,,10,14,,164.9464286,180.8544728,,0.6260408483,0.420040381,#DIV/0!,9,8,#DIV/0!,1,6,97,,,,,,,,99.63870897,9,63.76,99.63870897,3,-6,0.72,,
10620,,74.31171993,98.32173639,,10,14,,171.0678571,180.7,,0.6110188785,0.4290556807,#DIV/0!,9,8,#DIV/0!,1,6,97,,,,,,,,99.63924589,9,100.68,99.63924589,5,-4,0.72,,
10626,,74.31103423,98.32280505,,10,14,,181.25,162.05,,0.5495015103,0.4676153653,#DIV/0!,10,7,#DIV/0!,0,7,97,,,,,,,,99.63962126,9,130.72,99.63962126,6,-3,0.72,,
10632,,74.31946634,98.32327884,,10,14,,180.55,145.375,,0.6203519475,0.4351352818,#DIV/0!,10,6,#DIV/0!,0,8,97,,,,,,,,99.64008426,9,148.2,99.64008426,7,-2,0.72,,
,,74.33048299,98.32450573,,10,14,,169.15,148.85,,0.6305751367,0.4003866578,#DIV/0!,9,6,,,,97,,,,,,,,99.64043332,9,149.96,99.64043332,7,-2,0.72,,
,,74.33792401,98.32480634,,9,14,,145.8183492,157.5,,0.6426378687,0.3905400436,#DIV/0!,8,7,,,,97,,,,,,,,99.64089771,8,147,99.64089771,7,-1,0.72,,
,,74.34868097,98.32561115,,9,14,,148.9186804,141.466266,,0.6349921905,0.39802984,#DIV/0!,8,6,,,,97,,,,,,,,99.64146383,8,131.88,99.64146383,6,-2,0.72,,
,,74.34719708,98.32688089,,9,14,,157.125,157.5,,0.5761087346,0.3971058448,#DIV/0!,9,7,,,,97,,,,,,,,99.64163222,8,116.44,99.64163222,6,-2,0.72,,
,,74.35191414,98.32733004,,9,14,,141.275,164.175,,0.59351717,0.3868781285,#DIV/0!,8,7,,,,97,,,,,,,,99.64186589,8,97.08,99.64186589,5,-3,0.72,,
,,74.34572133,98.31288004,,9,14,,142.4453835,177.35,,0.5642750604,0.3620025621,#DIV/0!,8,7,,,,97,,,,,,,,99.64204511,8,80.12,99.64204511,4,-4,0.72,,
,,74.31041944,98.30781883,,9,14,,162.2214286,179.45,,0.5477722907,0.4209330242,#DIV/0!,9,8,,,,97,,,,,,,,99.64226238,8,71.52,99.64226238,4,-4,0.72,,
,,74.28377769,98.29281467,,9,14,,174.1,180.575,,0.5935956762,0.4590255115,#DIV/0!,10,8,,,,97,,,,,,,,99.6424081,8,68.12,99.6424081,3,-5,0.72,,
,,74.28650065,98.29347504,,9,14,,176.25,161.975,,0.660127063,0.4441621714,#DIV/0!,10,7,,,,97,,,,,,,,99.64246979,8,58.32,99.64246979,3,-5,0.72,,
,,74.27959436,98.29402085,,9,14,,176.975,173.75,,0.688831803,0.4155543475,#DIV/0!,10,7,,,,97,,,,,,,,99.64252608,8,45.44,99.64252608,2,-6,0.72,,
,,74.28812354,98.29489689,,9,14,,163.175,167.325,,0.6543603416,0.4097694918,#DIV/0!,9,7,,,,97,,,,,,,,99.64250838,7,31.32,99.64250838,2,-5,0.72,,
,,74.28837226,98.29584895,,8,14,,171.30136,162.675,,0.6852454409,0.4341094723,#DIV/0!,9,7,,,,97,,,,,,,,99.64272101,7,12.48,99.64272101,1,-6,0.72,,
,,74.26908013,98.29871054,,8,13,,169.9714074,173.2499289,,0.7180647567,0.429552114,#DIV/0!,9,7,,,,97,,,,,,,,99.64267082,7,3.84,99.64267082,1,-6,0.72,,
,,74.26812645,98.29970384,,8,13,,166.925,170.6990269,,0.7139582719,0.4518953644,#DIV/0!,9,7,,,,97,,,,,,,,99.64266245,7,0.28,99.64266245,1,-6,0.72,,
,,74.2657612,98.28966428,,8,13,,166.3484238,184.375,,0.7341836375,0.4777490611,#DIV/0!,9,8,,,,97,,,,,,,,99.64264986,7,0,99.64264986,0,-7,0.72,,
,,74.24584834,98.28055074,,8,13,,173.075,190.625,,0.7004986123,0.4708280204,#DIV/0!,10,8,,,,97,,,,,,,,99.64263698,7,0,99.64263698,0,-7,0.72,,
,,74.24843403,98.28075161,,8,13,,181.275,185.2,,0.7668197133,0.4797764647,#DIV/0!,10,8,,,,97,,,,,,,,99.64268469,7,7.88,99.64268469,1,-6,0.72,,
,,74.24643013,98.28174233,,8,13,,191.425,186.625,,0.7320418529,0.5257462117,#DIV/0!,11,8,,,,97,,,,,,,,99.64305546,6,41.76,99.64305546,2,-4,0.72,,
,,74.25881926,98.28263582,,8,13,,186.625,182.25,,0.7534969781,0.4972239629,#DIV/0!,10,8,,,,97,,,,,,,,99.6434168,6,69.96,99.6434168,4,-2,0.72,,
,,74.24793823,98.28376099,,8,13,,184.2142857,173.625,,0.8521902012,0.4909774689,#DIV/0!,10,7,,,,97,,,,,,,,99.64359744,6,86.2,99.64359744,4,-2,0.72,,
,,74.23271299,98.28420109,,8,13,,182.5357733,187.525,,0.7785935062,0.4734798175,#DIV/0!,10,8,,,,97,,,,,,,,99.64372318,6,93.72,99.64372318,5,-1,0.72,,
,,74.24031227,98.28272905,,10,13,,176.7017052,184.35,,0.6074425428,0.5087274074,#DIV/0!,10,8,,,,97,,,,,,,,99.6439692,6,57.64,99.6439692,3,-3,0.72,,
,,74.24835765,98.28205998,,10,13,,186.9467636,181.8,,0.630272904,0.4717935522,#DIV/0!,10,8,,,,97,,,,,,,,99.64393687,6,30.32,99.64393687,2,-4,0.72,,
,,74.25867871,98.2830631,,10,13,,185.6409855,179.8,,0.5556365843,0.5074560269,#DIV/0!,10,8,,,,97,,,,,,,,99.64392663,6,14.96,99.64392663,1,-5,0.72,,
,,74.26823871,98.28374526,,10,13,,180.1555371,170.225,,0.6009027686,0.4915740001,#DIV/0!,10,7,,,,97,,,,,,,,99.6439147,6,3.869422222,99.6439147,1,-5,0.72,,
,,74.28111737,98.28493453,,10,13,,182.0870389,190.95,,0.6230643573,0.4714253259,#DIV/0!,10,8,,,,97,,,,,,,,99.64388978,6,0,99.64388978,0,-6,0.72,,
,,74.29064592,98.28561997,,10,13,,171.2712349,177.175,,0.6189561476,0.504439755,#DIV/0!,9,7,,,,97,,,,,,,,99.64385477,6,0,99.64385477,0,-6,0.72,,
,,74.26224124,98.26540649,,10,13,,186.5785178,162.525,,0.6209332591,0.4631330904,#DIV/0!,10,7,,,,97,,,,,,,,99.64381894,6,0,99.64381894,0,-6,0.72,,
,,74.26567323,98.26282827,,10,13,,177.9,160.625,,0.5931544957,0.4455063867,#DIV/0!,10,7,,,,97,,,,,,,,99.6438183,5,0,99.6438183,0,-5,0.72,,
,,74.27607235,98.26362349,,10,13,,162.45,169.85,,0.6006294877,0.4679714503,#DIV/0!,9,7,,,,97,,,,,,,,99.64377424,5,0,99.64377424,0,-5,0.72,,
,,74.28152226,98.26382902,,10,13,,160.35,175.575,,0.5557741856,0.4770652615,#DIV/0!,9,7,,,,97,,,,,,,,99.64375015,5,0,99.64375015,0,-5,0.72,,
,,74.29218179,98.26430997,,10,13,,168.225,174.925,,0.5683994529,0.4735666303,#DIV/0!,9,7,,,,97,,,,,,,,99.64396307,5,0,99.64396307,0,-5,0.72,,
,,74.29108287,98.26455996,,10,13,,174.75,168.35,,0.5417084699,0.480807856,#DIV/0!,10,7,,,,97,,,,,,,,99.64393642,5,0,99.64393642,0,-5,0.72,,
,,74.29261185,98.26266495,,10,13,,176.65,170.175,,0.5466995892,0.4511665587,#DIV/0!,10,7,,,,97,,,,,,,,99.64395509,5,1.96,99.64395509,1,-4,0.72,,
,,74.30242757,98.26366929,,10,13,,167.275,173.5785714,,0.6098271286,0.4565206098,#DIV/0!,9,7,,,,97,,,,,,,,99.64396253,5,5.64,99.64396253,1,-4,0.72,,
,,74.3095568,98.26433368,,10,13,,170.25,180.5,,0.6114200238,0.474711948,#DIV/0!,9,8,,,,97,,,,,,,,99.64397369,4,7.6,99.64397369,1,-3,0.72,,
,,74.3216203,98.26504438,,10,13,,172.05,171.4224205,,0.5845154953,0.4853755639,#DIV/0!,9,7,,,,97,,,,,,,,99.64398964,4,10.28,99.64398964,1,-3,0.72,,
,,74.33551977,98.2662155,,10,13,,182.275,159.825,,0.627008644,0.4997290396,#DIV/0!,10,7,,,,97,,,,,,,,99.64406256,4,17.84,99.64406256,1,-3,0.72,,
,,74.34763365,98.26700086,,9,13,,170.3159689,162.425,,0.6381306148,0.4368146583,#DIV/0!,9,7,,,,97,,,,,,,,99.64430358,4,37.2,99.64430358,2,-2,0.72,,
,,74.3578054,98.26796071,,9,13,,159.6777431,161.375,,0.5361004991,0.446193115,#DIV/0!,9,7,,,,97,,,,,,,,99.64451656,4,56.92,99.64451656,3,-1,0.72,,
,,74.37107805,98.2686425,,9,13,,162.825,173.875,,0.632617829,0.4333683248,#DIV/0!,9,7,,,,97,,,,,,,,99.64486739,4,87.08,99.64486739,4,0,0.72,,
,,74.38277794,98.26952011,,9,13,,162.5,174.075,,0.6380308262,0.450268702,#DIV/0!,9,7,,,,97,,,,,,,,99.633997,4,98.52,99.633997,5,1,0.72,,
,,74.38724607,98.2639997,,9,13,,163.9738521,167.1026955,,0.6395736933,0.4375968979,#DIV/0!,9,7,,,,97,,,,,,,,99.61843633,4,101.24,99.61843633,5,1,0.72,,
,,74.36281415,98.2605521,,9,13,,174.025,163.2,,0.6399629953,0.4466244289,#DIV/0!,10,7,,,,97,,,,,,,,99.59284798,4,97.04,99.59284798,5,1,0.72,,
,,74.37162462,98.26151503,,9,13,,167.2,172.3,,0.601824873,0.4591800755,#DIV/0!,9,7,,,,97,,,,,,,,99.58101173,4,93.19532094,99.58101173,5,1,0.72,,
,,74.38054842,98.26207607,,9,13,,162.95,165.475,,0.6219369103,0.4482041659,#DIV/0!,9,7,,,,97,,,,,,,,99.58038765,4,89.71643577,99.58038765,4,0,0.72,,
,,74.3889711,98.26247095,,9,13,,168.9,172.875,,0.6595539884,0.4800925901,#DIV/0!,9,7,,,,97,,,,,,,,99.58063103,4,88.28,99.58063103,4,0,0.72,,
,,74.39086277,98.26300505,,9,13,,165.2321429,150.3,,0.679537483,0.4634236757,#DIV/0!,9,6,,,,97,,,,,,,,99.58062966,4,72.4,99.58062966,4,0,0.72,,
,,74.37668799,98.2624112,,9,13,,170.9285714,146.55,,0.648023417,0.4225190237,#DIV/0!,9,6,,,,97,,,,,,,,99.58064213,15,46.47859906,99.58064213,3,-12,0.72,,
,,74.38460538,98.26305643,,9,13,,155.875,156.575,,0.6301111924,0.4236659332,#DIV/0!,9,7,,,,97,,,,,,,,99.58069709,15,32.46991667,99.58069709,2,-13,0.72,,
,,74.3941665,98.26371976,,9,13,,145.8,157.275,,0.6692453519,0.4136193969,#DIV/0!,8,7,,,,97,,,,,,,,99.580958,15,27.98392267,99.580958,2,-13,0.72,,
,,74.40342966,98.26476843,,9,13,,151.8107143,149.2392857,,0.5562454736,0.4154944058,#DIV/0!,8,6,,,,97,,,,,,,,99.5815772,15,49.473048,99.5815772,3,-12,0.72,,
,,74.40680184,98.2654812,,9,13,,157.05,170.375,,0.5780964737,0.4206949775,#DIV/0!,9,7,,,,97,,,,,,,,99.58202547,15,78.775968,99.58202547,4,-11,0.72,,
,,74.40998974,98.25968379,,9,13,,144.5194819,164.325,,0.5108341144,0.4411970401,#DIV/0!,8,7,,,,97,,,,,,,,99.58255159,15,109.8847437,99.58255159,5,-10,0.72,,
,,74.35577065,98.20333064,,9,13,,165.5,165.65,,0.5225600851,0.4544752242,#DIV/0!,9,7,,,,97,,,,,,,,99.58300555,15,131.4375944,99.58300555,6,-9,0.72,,
,,74.34788477,98.20326521,,9,13,,164.45,171.9,,0.6104303577,0.4426494217,#DIV/0!,9,7,,,,97,,,,,,,,99.58354733,14,139.36,99.58354733,7,-7,0.72,,
,,74.35807675,98.20403589,,9,13,,164.475,160.5,,0.6740979716,0.4771244142,#DIV/0!,9,7,,,,97,,,,,,,,99.58400022,14,140.8,99.58400022,7,-7,0.72,,
,,74.36818149,98.20503138,,9,13,,171.675,181.125,,0.6511342839,0.4404149422,#DIV/0!,9,8,,,,97,,,,,,,,99.58445044,14,142.8,99.58445044,7,-7,0.72,,
,,74.36523139,98.20444103,,9,13,,160.6642857,171.225,,0.6092998074,0.4304454804,#DIV/0!,9,7,,,,97,,,,,,,,99.58487924,14,136.1614658,99.58487924,6,-8,0.72,,
,,74.34412754,98.19561186,,9,13,,168.9125746,152.9,,0.6339202366,0.4737480929,#DIV/0!,9,7,,,,97,,,,,,,,99.5852091,14,127.16,99.5852091,6,-8,0.72,,
,,74.31849037,98.19357959,,8,13,,177.494299,159.425,,0.6799985563,0.4528830681,#DIV/0!,10,7,,,,97,,,,,,,,99.5854097,14,103.68,99.5854097,5,-9,0.72,,
,,74.32171597,98.19426096,,8,13,,156.8,157.325,,0.7200842832,0.4114942461,#DIV/0!,9,7,,,,97,,,,,,,,99.58566156,14,77.88,99.58566156,4,-10,0.72,,
,,74.33020897,98.19496316,,8,13,,158.2,165.05,,0.7113491612,0.4370321282,#DIV/0!,9,7,,,,97,,,,,,,,99.58565118,14,50.68,99.58565118,3,-11,0.72,,
,,74.34024594,98.19587872,,8,13,,156.875,165.175,,0.6567749033,0.4115592469,#DIV/0!,9,7,,,,97,,,,,,,,99.58561587,14,21,99.58561587,1,-13,0.72,,
,,74.3332101,98.19593175,,8,13,,162,142.1,,0.6560995845,0.4393883078,#DIV/0!,9,6,,,,97,,,,,,,,99.58558375,14,3.68,99.58558375,1,-13,0.72,,
,,74.33246416,98.19677665,,8,13,,169.6,147.5,,0.7277248928,0.3987476451,#DIV/0!,9,6,,,,97,,,,,,,,99.58555721,14,0,99.58555721,0,-14,0.72,,
,,74.33866098,98.19733514,,8,13,,147.3678571,160.375,,0.7222121695,0.4093192637,#DIV/0!,8,7,,,,97,,,,,,,,99.5855321,13,0,99.5855321,0,-13,0.72,,
,,74.32789214,98.19402902,,8,13,,143.65,158.4,,0.6566441428,0.3982903824,#DIV/0!,8,7,,,,97,,,,,,,,99.5855402,13,0.44,99.5855402,1,-12,0.72,,
,,74.30923994,98.195054,,8,13,,157.725,164.825,,0.6785248941,0.4193777297,#DIV/0!,9,7,,,,97,,,,,,,,99.58551333,13,3.68,99.58551333,1,-12,0.72,,
,,74.31281892,98.19517235,,8,13,,155.1588889,152.9,,0.6574088837,0.4501958791,#DIV/0!,9,7,,,,97,,,,,,,,99.58564827,13,16.68,99.58564827,1,-12,0.72,,
,,74.28176792,98.18329956,,8,13,,161.2,159.875,,0.7195853465,0.4163048318,#DIV/0!,9,7,,,,97,,,,,,,,99.58605578,13,45.76,99.58605578,2,-11,0.72,,
,,74.28191975,98.18401709,,8,13,,153.35,170.525,,0.6475943301,0.433636413,#DIV/0!,9,7,,,,97,,,,,,,,99.5867153,13,80.2,99.5867153,4,-9,0.72,,
,,74.28946865,98.18489152,,8,13,,159.125,171.2,,0.6803534129,0.4100822048,#DIV/0!,9,7,,,,97,,,,,,,,99.58727322,12,113.08,99.58727322,5,-7,0.72,,
,,74.29377693,98.1860771,,8,13,,173.225,183.35,,0.6980080742,0.4370983513,#DIV/0!,10,8,,,,97,,,,,,,,99.58773014,12,138.12,99.58773014,7,-5,0.72,,
,,74.30403525,98.18685773,,8,13,,173.208437,181.325,,0.7104471873,0.4758727868,#DIV/0!,10,8,,,,97,,,,,,,,99.58822117,12,148.12,99.58822117,7,-5,0.72,,
,,74.30132437,98.1774415,,8,13,,173.7899035,182.65,,0.7696796564,0.4779130409,#DIV/0!,10,8,,,,97,,,,,,,,99.58876046,12,150.32,99.58876046,7,-5,0.72,,
,,74.25997224,98.16941603,,8,13,,184.0785714,197.7,,0.7945668642,0.5124809657,#DIV/0!,10,8,,,,97,,,,,,,,99.58919709,12,149.92,99.58919709,7,-5,0.72,,
,,74.25138598,98.17017271,,8,13,,184.475,191.775,,0.7678906197,0.5071032862,#DIV/0!,10,8,,,,97,,,,,,,,99.58975105,12,149.36,99.58975105,7,-5,0.72,,
,,74.24334036,98.16862534,,8,13,,190.0428571,191,,0.7669625441,0.4828749753,#DIV/0!,10,8,,,,97,,,,,,,,99.59019172,12,151.88,99.59019172,7,-5,0.72,,
,,74.22142963,98.16938974,,8,13,,192.65,185.2,,0.7990409752,0.546827764,#DIV/0!,11,8,,,,97,,,,,,,,99.59060872,12,141.76,99.59060872,7,-5,0.72,,
,,74.22956714,98.17023733,,9,13,,189.82332,172.475,,0.7404582779,0.51881418,#DIV/0!,10,7,,,,97,,,,,,,,99.5906984,12,112.4,99.5906984,5,-7,0.72,,
,,74.24404308,98.17096283,,9,13,,186.9417407,182.6,,0.7006137085,0.5022001132,#DIV/0!,10,8,,,,97,,,,,,,,99.59090482,12,83.12,99.59090482,4,-8,0.72,,
,,74.25558943,98.17197197,,9,13,,180.9868133,183.4811565,,0.7010042008,0.4685943236,#DIV/0!,10,8,,,,97,,,,,,,,99.59092914,12,42.88,99.59092914,2,-10,0.72,,
,,74.24158135,98.16865734,,9,13,,180.700477,175.45,,0.6759619343,0.4767217775,#DIV/0!,10,7,,,,97,,,,,,,,99.59102598,12,20.36,99.59102598,1,-11,0.72,,
,,74.23409203,98.16957753,,9,13,,183.4944794,169.475,,0.6928939136,0.4979262184,#DIV/0!,10,7,,,,97,,,,,,,,99.59114064,12,21.72,99.59114064,1,-11,0.72,,
,,74.24641288,98.17057475,,9,13,,179.02915,163.275,,0.7191714111,0.4609551072,#DIV/0!,10,7,,,,97,,,,,,,,99.59123458,12,29.8,99.59123458,2,-10,0.72,,
,,74.25743847,98.17122623,,9,13,,169.7548461,160.65,,0.6627403366,0.4775703721,#DIV/0!,9,7,,,,97,,,,,,,,99.59132008,11,36.56,99.59132008,2,-9,0.72,,
,,74.26698684,98.17189895,,9,13,,162.825,175.475,,0.5973518858,0.4573164186,#DIV/0!,9,7,,,,97,,,,,,,,99.59144602,11,38.36,99.59144602,2,-9,0.72,,
,,74.2757366,98.17263674,,9,13,,160.3,173.775,,0.5931724348,0.4364580392,#DIV/0!,9,7,,,,97,,,,,,,,99.59153821,11,37.92,99.59153821,2,-9,0.72,,
,,74.26538833,98.13864348,,9,13,,158.3060146,166.25,,0.6549020803,0.4480334481,#DIV/0!,9,7,,,,97,,,,,,,,99.59156644,11,31.09730667,99.59156644,2,-9,0.72,,
,,74.20273444,98.11674478,,9,13,,168.475,167.925,,0.6464008763,0.4366275366,#DIV/0!,9,7,,,,97,,,,,,,,99.59154757,11,24.6,99.59154757,2,-9,0.72,,
,,74.18479191,98.11723819,,9,13,,167.25,169.2,,0.5946327914,0.4688346521,#DIV/0!,9,7,,,,97,,,,,,,,99.59187283,11,23.72,99.59187283,2,-9,0.72,,
,,74.19782212,98.11833077,,9,13,,167.7,179.4,,0.586903313,0.4666293898,#DIV/0!,9,8,,,,97,,,,,,,,99.59220728,11,42.52,99.59220728,2,-9,0.72,,
,,74.20704675,98.11895213,,9,13,,168.65,171.675,,0.6032964278,0.4752908424,#DIV/0!,9,7,,,,97,,,,,,,,99.5926397,10,71.16,99.5926397,4,-6,0.72,,
,,74.20735012,98.11899889,,9,13,,175.9,148.475,,0.6397091455,0.4934540909,#DIV/0!,10,6,,,,97,,,,,,,,99.59318627,10,108.28,99.59318627,5,-5,0.72,,
,,74.20385835,98.11807795,,9,13,,180.075,150.4660987,,0.6428059296,0.4553285891,#DIV/0!,10,6,,,,97,,,,,,,,99.59361678,10,136.24,99.59361678,6,-4,0.72,,
,,74.20799191,98.11863639,,9,13,,158.875,163.6240232,,0.6492907993,0.4081725963,#DIV/0!,9,7,,,,97,,,,,,,,99.59408488,10,147.4,99.59408488,7,-3,0.72,,
,,74.21262723,98.11991767,,9,13,,147.6202063,162.2,,0.6312790091,0.428606792,#DIV/0!,8,7,,,,97,,,,,,,,99.59459822,10,151.56,99.59459822,7,-3,0.72,,
,,74.19197521,98.12036208,,8,13,,161.9364244,161.1,,0.6243228898,0.4347110229,#DIV/0!,9,7,,,,97,,,,,,,,99.59505146,10,149.4816754,99.59505146,7,-3,0.72,,
,,74.19627605,98.12129665,,8,13,,157.7720182,147.85,,0.7064540014,0.452107048,#DIV/0!,9,6,,,,97,,,,,,,,99.59538543,10,133.92,99.59538543,6,-4,0.72,,
,,74.1833439,98.12162554,,8,13,,165.6,150.375,,0.700186141,0.4162471798,#DIV/0!,9,6,,,,97,,,,,,,,99.59536707,10,99.2,99.59536707,5,-5,0.72,,
,,74.19030449,98.12206317,,8,13,,148.625,159.95,,0.6345059143,0.3979828032,#DIV/0!,8,7,,,,97,,,,,,,,99.59558698,10,64.03,99.59558698,3,-7,0.72,,
,,74.1973156,98.1217227,,8,13,,144.6043778,157.8590539,,0.6414408774,0.4168375765,#DIV/0!,8,7,,,,97,,,,,,,,99.59554566,10,26.6,99.59554566,2,-8,0.72,,
,,74.17154617,98.12109454,,8,13,,156.2,158.8,,0.6564761414,0.4457656266,#DIV/0!,9,7,,,,97,,,,,,,,99.59553966,10,3.250686667,99.59553966,1,-9,0.72,,
,,74.15209816,98.12219845,,8,13,,161.275,144.35,,0.6590999748,0.4405680411,#DIV/0!,9,6,,,,97,,,,,,,,99.59550929,10,0,99.59550929,0,-10,0.72,,
,,74.15479903,98.12302672,,8,13,,158.6,145.55,,0.6338548161,0.421953994,#DIV/0!,9,6,,,,97,,,,,,,,99.59548664,10,0,99.59548664,0,-10,0.72,,
,,74.15901599,98.12341697,,8,13,,148.15,146.375,,0.6600049043,0.4054469011,#DIV/0!,8,6,,,,97,,,,,,,,99.5955519,9,4.88,99.5955519,1,-8,0.72,,
,,74.16721728,98.12413225,,8,13,,145.6933279,145.6714286,,0.7031392795,0.394738342,#DIV/0!,8,6,,,,97,,,,,,,,99.59592842,9,41.32,99.59592842,2,-7,0.72,,
,,74.17246736,98.1245878,,8,13,,144.05,143.425,,0.6491844715,0.399823835,#DIV/0!,8,6,,,,97,,,,,,,,99.59641418,9,82.56,99.59641418,4,-5,0.72,,
,,74.17789603,98.12568328,,8,13,,151.1285714,142.575,,0.6281323465,0.3919214222,#DIV/0!,8,6,,,,97,,,,,,,,99.59693019,9,113.08,99.59693019,5,-4,0.72,,
,,74.17396069,98.12623873,,8,13,,146.45,151.075,,0.6601030667,0.3785742275,#DIV/0!,8,6,,,,97,,,,,,,,99.597339,9,141.56,99.597339,7,-2,0.72,,
,,74.18113003,98.12710969,,8,13,,141.3321429,173.525,,0.6343736523,0.3984619564,#DIV/0!,8,7,,,,97,,,,,,,,99.59807354,9,147.96,99.59807354,7,-2,0.72,,
,,74.17655635,98.12824795,,8,13,,147.575,183.45,,0.6552493395,0.4217000621,#DIV/0!,8,8,,,,97,,,,,,,,99.59851538,9,150.24,99.59851538,7,-2,0.72,,
,,74.15328787,98.10092558,,8,13,,165.1964286,173.675,,0.6485647582,0.4550213872,#DIV/0!,9,7,,,,97,,,,,,,,99.59892144,8,140.8,99.59892144,7,-1,0.72,,
,,74.13816809,98.09600237,,8,13,,179.7613016,156.175,,0.6717045985,0.4788614566,#DIV/0!,10,7,,,,97,,,,,,,,99.59918379,8,125.52,99.59918379,6,-2,0.72,,
,,74.14766013,98.09651395,,8,13,,175.425,158.1638955,,0.7942424356,0.4704724165,#DIV/0!,10,7,,,,97,,,,,,,,99.599361,8,109.92,99.599361,5,-3,0.72,,
,,74.15326706,98.096937,,8,13,,159.9,161.925,,0.7778673255,0.4500274828,#DIV/0!,9,7,,,,97,,,,,,,,99.59961034,8,89.04,99.59961034,4,-4,0.72,,
,,74.15751467,98.09803053,,8,13,,157.25,166.325,,0.7128510722,0.4550712713,#DIV/0!,9,7,,,,97,,,,,,,,99.59980531,8,73.44,99.59980531,4,-4,0.72,,
,,74.15877291,98.09909144,,8,13,,160.7321429,157.025,,0.6755480086,0.4374605692,#DIV/0!,9,7,,,,97,,,,,,,,99.60002461,8,70.96,99.60002461,4,-4,0.72,,
,,74.15194199,98.08638203,,8,13,,155.511494,146.475,,0.7080274807,0.4189870134,#DIV/0!,9,6,,,,97,,,,,,,,99.60013867,8,65.6,99.60013867,3,-5,0.72,,
,,74.10828554,98.0789782,,8,13,,160.9,146.825,,0.6355945141,0.4325337869,#DIV/0!,9,6,,,,97,,,,,,,,99.60017928,8,56.16,99.60017928,3,-5,0.72,,
,,74.11401428,98.07958212,,8,13,,147.275,150.25,,0.6149777312,0.4136568138,#DIV/0!,8,6,,,,97,,,,,,,,99.60044282,8,37.2,99.60044282,2,-6,0.72,,
,,74.11977148,98.07988401,,8,13,,146.75,145.6858165,,0.6901693005,0.4125182039,#DIV/0!,8,6,,,,97,,,,,,,,99.60041697,7,21.8,99.60041697,1,-6,0.72,,
,,74.12820715,98.08055484,,8,13,,150.275,145.225,,0.6412009992,0.4095093748,#DIV/0!,8,6,,,,97,,,,,,,,99.60039598,7,7.56,99.60039598,1,-6,0.72,,
